"","NEG1","NEG2","NEG3","NEG4","POS1","POS2","POS3","POS4"
"Stx1a",643.355084208424,680.630222549707,751.271039357284,777.234212467408,969.040569926311,814.096629205039,698.446862991585,703.086041663838
"Bud23",1160.80897776941,1409.4940829179,1249.45076984986,1127.10357203851,1027.43003648039,1346.67458277795,1191.2107525458,1167.32467204474
"Gm25492",12.5901190647441,8.57486894550812,5.00180452301787,10.2567564695112,0,4.6150602562644,7.87722025930359,8.0737153109723
"Dnajc30",998.396441834208,821.043701532403,918.331310426081,747.603582666598,944.337334076509,963.624581508006,749.211171329319,815.445246408202
"Vps37d",338.674202841616,340.851040583948,352.127038420458,352.148638786553,345.845301897223,377.511928962428,347.472938104836,293.344989631994
"Mlxipl",64.2096072301949,67.5270929458765,50.0180452301787,31.9099090162572,64.0038383381225,53.534698972667,54.2652951196469,73.3362474079984
"Tbl2",2729.53781323652,2903.66499667269,3732.34653507593,3719.78367960941,3694.25663390216,3520.36796347848,2764.02906432008,3948.7195966747
"Bcl7b",2175.57257438778,2047.24996074006,2211.7979600785,2030.83778096323,2127.84690615337,2491.20952633152,2022.69511325007,1916.16176713743
"Baz1b",7073.12889057324,8373.35952528868,8474.05722289687,8518.80606773295,8549.565352745,8427.10002793879,7639.15315813352,10165.4803861234
"Fzd9",3.77703571942323,16.0778792728277,13.0046917598465,35.3288278394276,6.737246140855,19.3832530763105,17.5049339095635,14.1290017942015
"Fkbp6",0,0,0,0,0,1.84602410250576,1.75049339095635,0
"Nsun5",626.987929424256,648.474464004052,651.234948896926,500.301787790604,627.686765456324,682.105905875878,565.409365278902,653.298130579509
"Pom121",3341.41759978309,4227.4103901355,4873.75832722861,4854.86472890199,4608.27636034482,4625.21338882818,3908.85174200554,4225.2443460755
"Mir7033",0,0,0,0,0,0,0,0.672809609247692
"Hip1",2510.46974150997,3038.71918256444,2855.0300217386,3284.44134945905,2862.20673550657,2215.22892300691,3129.00693633448,3062.62934129549
"Gm42731",2.51802381294882,0,3.00108271381072,3.41891882317042,1.12287435680917,0.923012051252879,2.62574008643453,0.672809609247692
"Ccl24",3.77703571942323,2.14371723637703,7.00252633222502,11.3963960772347,16.8431153521375,4.6150602562644,11.3782070412163,5.38247687398153
"Gm43123",1.25901190647441,1.07185861818852,2.00072180920715,1.13963960772347,3.3686230704275,8.30710846127591,6.12672686834723,3.36404804623846
"Rhbdd2",1191.02526352479,1091.15207331591,1221.44066452096,1181.80627320924,1230.67029506285,1241.45120893512,1059.04850152859,1180.7808642297
"Gm15607",1.25901190647441,1.07185861818852,0,2.27927921544694,0,1.84602410250576,0,0
"Por",6208.18771082532,6078.51022374707,6149.21848059817,5776.83317155028,6157.84297274147,6832.13520337381,5969.18246316116,5564.13546847841
"Gm16061",3.77703571942323,3.21557585456555,3.00108271381072,1.13963960772347,2.24574871361833,6.46108435877015,2.62574008643453,1.34561921849538
"Tmem120a",1795.35097863251,1856.45912670251,1565.56481570459,1319.70266574378,1583.25284310093,1964.16964506613,1592.94898577028,1228.55034648628
"Styxl1",7.55407143884646,3.21557585456555,10.0036090460357,11.3963960772347,12.3516179249008,8.30710846127591,8.75246695478176,9.41933452946768
"Mdh2",6927.08350942221,7962.83767452248,7341.64867888563,6835.55836712538,7189.76450664909,9453.48942893199,6655.37587241605,6909.75468697379
"Srrm3",2.51802381294882,2.14371723637703,0,1.13963960772347,0,2.76903615375864,0,2.69123843699077
"Hspb1",1400.02123999954,1199.40979375295,872.314708814316,1125.96393243079,972.409192996738,1529.43096892602,890.125889301305,676.846466903178
"Gm42533",0,5.35929309094258,1.00036090460357,1.13963960772347,5.61437178404583,2.76903615375864,0,2.69123843699077
"Ywhag",12439.0376359672,11269.521511634,15697.6633150393,15417.0446132831,14380.651887655,18376.2469283936,11208.4091822935,15109.2853948754
"Ssc4d",42.80640482013,43.9462033457291,24.0086617104858,17.0945941158521,32.5633563474658,43.3815664088853,22.7564140824326,22.8755267144215
"Zp3",0,0,0,6.83783764634083,0,0,4.37623347739088,4.70966726473384
"Dtx2",2373.23744370426,2022.59721252173,2635.95098363042,2454.78371503636,2911.61320720617,2805.95663580875,2313.27701614882,2442.29888156912
"Upk3b",0,0,0,0,1.12287435680917,0,2.62574008643453,0.672809609247692
"Upk3bl",5.03604762589764,0,0,0,0,2.76903615375864,0,2.69123843699077
"Rasa4",559.001286474638,666.696060513256,599.216181857541,680.364845810913,720.885337071485,611.033977929406,650.308294740285,579.96188317151
"Polr2j",1097.85838244569,1100.79880087961,846.305325294623,800.027004621877,955.566077644601,1269.14157047271,1077.42868213363,801.316244614001
"Gm43604",0,10.7185861818852,9.00324814143216,3.41891882317042,10.1058692112825,4.6150602562644,3.50098678191271,4.03685765548615
"Lrwd1",1065.12407287735,1273.36803840796,1182.42658924142,1014.27925087389,1152.06909008621,1161.14916047612,1091.43262926129,1065.0576114391
"Alkbh4",254.320405107831,136.126044509941,222.080120821993,166.387382727627,190.888640657558,158.758072815495,149.667184926768,205.206930820546
"Orai2",664.758286618489,929.301421969443,990.357295557538,1018.83780930478,872.473375240723,791.021327923717,810.478440012791,904.928924438145
"Prkrip1",543.893143596945,682.773939786084,450.162407071608,445.599086619878,463.747109362186,673.798797414602,523.397523895949,522.773066385456
"Gm5050",1.25901190647441,2.14371723637703,0,0,0,0,0,0.672809609247692
"Sh2b2",275.723607517896,438.390174839103,615.221956331198,520.815300729627,527.750947700308,608.264941775647,395.611506356136,578.616263953015
"Cux1",3050.5858493875,3138.40203405597,3492.25991797108,3365.35576160741,2880.17272521551,2637.04543042948,2686.13210842252,2852.03993360096
"Gm16599",0,0,0,1.13963960772347,0,1.84602410250576,0.875246695478176,0
"A430110C17Rik",12.5901190647441,1.07185861818852,4.00144361841429,4.55855843089389,6.737246140855,3.69204820501152,8.75246695478176,2.69123843699077
"Gm38082",2.51802381294882,8.57486894550812,8.00288723682859,1.13963960772347,7.86012049766417,2.76903615375864,9.62771365025994,5.38247687398153
