"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Acbd4",1489.64292365466,-9.7454173324359e-06,0.00144263692265376,0.183597677888269,0.999901117806217
"Hexim1",7507.89698465789,-4.69931778545336e-06,0.00144261646702038,0.541108647749712,0.999901117806217
"Hexim2",73.3005637772646,6.02340817847561e-07,0.00144266530231986,0.897775768646388,0.999901117806217
"Fmnl1",953.73225954362,5.82387998638444e-07,0.00144265113199818,0.919204461852863,0.999901117806217
"Efcab15",17.6222677503234,-4.18649953964861e-07,0.00144269093899503,0.805677454627542,0.999901117806217
"Map3k14",2538.27781417949,-3.93391109511072e-06,0.00144261934046916,0.599705444542702,0.999901117806217
"1700028N14Rik",5.2520936338787,-7.43125164989633e-07,0.00144269365971796,0.470760000879078,0.999901117806217
"Arhgap27",120.78561466952,2.74481153611658e-06,0.00144267277805661,0.507301975545489,0.999901117806217
"Arhgap27os2",6.32916214064285,1.15511697022812e-06,0.0014426929548214,0.377040198143588,0.999901117806217
"Plekhm1",1991.4964308409,4.94439705600436e-06,0.00144261912714796,0.516595004585009,0.999901117806217
"Rprml",8.96179308946888,3.43586981894264e-07,0.0014426924848537,0.802818867909746,0.999901117806217
"Gosr2",8210.10784389365,5.19998248430098e-06,0.00144261498523237,0.507183147694364,0.999901117806217
"C130046K22Rik",69.5031780553979,-1.19531386998022e-06,0.0014426694450252,0.773204957682049,0.999901117806217
"Gm11642",29.5070511495143,-3.9956530028711e-06,0.00144268626078778,0.166462209829441,0.999901117806217
"Nsf",2951.37601738754,-3.63939927317345e-06,0.00144258480808104,0.68516682414616,0.999901117806217
"Gm8738",4.73159331544459,7.54528429543005e-07,0.00144269405377573,0.396595790031683,0.999901117806217
"Arf2",4013.52377704395,7.59440962293252e-05,0.00144356442718206,0.991699000880923,0.999901117806217
"Mapt",123.33890081596,-3.13807189517781e-06,0.00144266900550685,0.481569217447655,0.999901117806217
"Kansl1",5422.67942571805,1.64112034049399e-06,0.0014426109157466,0.835172085169765,0.999901117806217
"Cdc27",3978.09473307177,-1.46844905650508e-06,0.00144260185153606,0.856880300653154,0.999901117806217
"Myl4",230.256138045179,-2.49287594970822e-06,0.00144265187791604,0.622325343806461,0.999901117806217
"Gm11663",2.79552210050171,7.79839951411666e-07,0.00144269389117111,0.415785414098214,0.999901117806217
"Itgb3",10963.321933297,1.12881654903601e-06,0.00144261302422618,0.791097256109964,0.999901117806217
"Gm11639",7.17695937101628,-5.59864920154597e-07,0.00144269233233239,0.690524014312958,0.999901117806217
"Mettl2",869.263806301395,1.05065275771045e-05,0.00144260418118289,0.238902834617808,0.999901117806217
"Gm11620",6.25184402791221,6.59689962203333e-07,0.00144269268307256,0.621323020052224,0.999901117806217
"1700052K11Rik",295.402897038053,-6.09972379498982e-08,0.00144262098780169,0.992357746997054,0.999901117806217
"Tlk2",3454.36396805586,-9.41314875779175e-08,0.00144253332630902,0.965930853854346,0.999901117806217
"Mrc2",55962.775009721,4.44455125951982e-08,0.00144261633467084,0.996031211709243,0.999901117806217
"Tanc2",3399.59199997503,-2.20578356763014e-06,0.00144264783826189,0.706458093824501,0.999901117806217
"Gm11652",6.09263824055785,1.7080804493467e-08,0.00144269252608492,0.991714657260105,0.999901117806217
"Gm11653",2.45947061921166,8.19136774286463e-07,0.00144269404785842,0.366839014275399,0.999901117806217
"Cyb561",4557.87239653945,-2.20417100426515e-06,0.00144263811391447,0.741126921276169,0.999901117806217
"Gm9910",17.7834487379957,-7.76084085305602e-07,0.00144268866207595,0.718009012618114,0.999901117806217
"Gm11651",10.5299699541658,-2.73962951995143e-06,0.00144269136459977,0.148881372726728,0.999901117806217
"Ace",173095.392307851,3.02166357020903e-06,0.00144265430801499,0.582563766022807,0.999901117806217
"Ace3",2.22909709910992,-3.90945839424945e-07,0.00144269434166844,0.58782054606985,0.999901117806217
"Dcaf7",7107.01591303069,9.47797754120087e-07,0.00144262857800582,0.89292323171559,0.999901117806217
"Taco1os",8.76595996971524,9.88851719397877e-07,0.00144269163151386,0.540969478620429,0.999901117806217
"Taco1",284.632076037894,3.98537164810507e-06,0.00144265227333936,0.487895253891651,0.999901117806217
"Map3k3",6268.30513695116,4.23371720049859e-06,0.00144262533298318,0.560973154285475,0.999901117806217
"Limd2",868.685471474835,-3.41414353789365e-06,0.00144260570263729,0.673062992898638,0.999901117806217
"Gm10840",8.47268862691439,1.22070849730842e-06,0.00144269233478775,0.407203407715725,0.999901117806217
"Strada",962.500745209417,5.28579271165196e-06,0.00144258500504595,0.721171378738658,0.999901117806217
"Ccdc47",4351.62390631622,-4.46391905865509e-06,0.0014426072162405,0.581166508730599,0.999901117806217
"Ddx42",5293.13843860068,-9.05465247081982e-06,0.00144256888412535,0.287720042130832,0.999901117806217
"Ftsj3",3073.14326389264,2.61991298289918e-06,0.00144265097174449,0.64822860913427,0.999901117806217
"Psmc5",5190.95199084438,-8.30255778225625e-07,0.001442632741083,0.899912969629568,0.999901117806217
"Gm23645",2.20429095822009,-1.12875706927449e-06,0.00144269471854115,0.0906400798307496,0.999901117806217
"Smarcd2",5758.73443284359,-1.47220185582915e-06,0.00144256793527784,0.876842553590679,0.999901117806217
"Tcam1",32.2182558802898,-2.13786307427513e-06,0.00144268180568691,0.500540512521359,0.999901117806217
"Cd79b",2.48335005006831,1.10207755240604e-06,0.00144269442034805,0.167042371546853,0.999901117806217
"Scn4a",5.48081217678949,2.1896246611021e-06,0.0014426938161694,0.0760000291822847,0.999901117806217
"Icam2",6.3455105796592,3.29532753279708e-07,0.00144269250798058,0.809919937544863,0.999901117806217
"Ern1",3624.48321845061,1.05668044622196e-06,0.00144262361903464,0.884523508743572,0.999901117806217
"Snord104",84.2185702805876,-1.0500190390144e-06,0.00144268081027677,0.742855645888025,0.999901117806217
"Tex2",2447.6878750678,-5.46556744540353e-06,0.00144255673200791,0.589379628559324,0.999901117806217
"Pecam1",105.42802111167,9.31962660239816e-07,0.00144267866626271,0.788827948264598,0.999901117806217
"Milr1",23.0902864161401,-2.28914085194502e-06,0.00144268596241865,0.392016668916295,0.999901117806217
"Ddx5",86253.296827788,-1.76148022264472e-06,0.0014425407948037,0.866259104231054,0.999901117806217
"Cep95",751.279656724536,-2.32652052195411e-06,0.00144260435313286,0.773597417972496,0.999901117806217
"Gm11706",3.02141063110919,5.93200965115147e-07,0.0014426939325287,0.520869729020508,0.999901117806217
"Smurf2",8753.32761061802,-4.44899584418846e-06,0.0014426433637187,0.479115869358187,0.999901117806217
"Kpna2",691.431477397217,6.871705574763e-06,0.00144265337830182,0.22570816281017,0.999901117806217
"1810010H24Rik",298.82918063254,-6.43165175822659e-06,0.00144267892592207,0.116868784470067,0.999901117806217
"Bptf",9980.3107464926,4.44266840914632e-07,0.00144263264484251,0.948766829376455,0.999901117806217
"Nol11",1651.70261509457,-8.73178444338875e-06,0.0014425763817549,0.522013035287336,0.999901117806217
"Rps12-ps26",3.51848235413419,1.57441524254108e-06,0.00144269440814957,0.0823207189337072,0.999901117806217
"Pitpnc1",1386.5157969445,5.73081410273224e-06,0.00144263747370264,0.397350891480239,0.999901117806217
"Psmd12",3078.16995132893,5.25871994771167e-06,0.00144260049886604,0.535402640672267,0.999901117806217
"Helz",4530.06971833405,6.55153287413357e-05,0.00144337468321914,0.77004647258484,0.999901117806217
"Cacng1",27.2681643233983,-4.57140445377906e-06,0.00144268934787971,0.0789004524756562,0.999901117806217
"Cacng4",97.9778538192143,-4.08618903825624e-06,0.00144267108941697,0.352392612052151,0.999901117806217
"Cacng5",5.17640745438416,1.63440531364378e-06,0.00144269370689158,0.157378112415022,0.999901117806217
"Prkca",5626.02644722486,4.21787185961419e-06,0.00144262735241443,0.556460684696049,0.999901117806217
"Apoh",10.5403097955041,-1.29979802457649e-06,0.00144269158084842,0.429462155276099,0.999901117806217
"Cep112",625.452901825052,-2.087426709928e-06,0.00144264538526751,0.727916899298382,0.999901117806217
"Rpl23a-ps14",2.527945306533,5.64133629137333e-07,0.00144269454197485,0.368794582308759,0.999901117806217
"Cep112it",3.71459410827864,-6.04626553409276e-07,0.00144269355625813,0.567356730933751,0.999901117806217
"Axin2",1336.06674913787,1.23727753779636e-06,0.00144265029954541,0.829802820475012,0.999901117806217
"E030025P04Rik",2.57963331438026,8.73680882492153e-07,0.00144269397511233,0.351177491479703,0.999901117806217
"Rgs9",15.7766763685642,1.66427262284772e-06,0.00144269044231854,0.385466993100885,0.999901117806217
"Gm11696",41.6959271537914,1.15648676336476e-06,0.00144268096242324,0.912873422456399,0.999901117806217
"Gna13",4738.42374116821,1.64782279150644e-05,0.00144266715871599,0.91403168726718,0.999901117806217
"Amz2",3109.47440212391,2.11985921477032e-06,0.00144253090538758,0.846892978521952,0.999901117806217
"Arsg",606.869371345465,-1.22944221559227e-06,0.00144259637819365,0.883318066983197,0.999901117806217
"Wipi1",9834.13286178539,3.88598990283102e-06,0.00144262494348467,0.592965479673546,0.999901117806217
"Prkar1a",23265.6527716513,1.55593752269223e-06,0.00144250291604353,0.8466239756846,0.999901117806217
"Fam20a",5558.90046354422,-1.14962441514719e-05,0.00144262785792143,0.153649545006238,0.999901117806217
"Abca8b",7347.56925076841,-8.0531156469518e-06,0.0014426825503821,0.0522961141037928,0.999901117806217
"Gm11697",4.1743602202249,9.69698838728581e-07,0.00144269408022682,0.289175954333915,0.999901117806217
"Abca8a",20616.5042681754,-8.02751056181685e-06,0.00144267464363924,0.0927756761156503,0.999901117806217
"Abca9",9528.44881641622,1.29403271359453e-05,0.00144268446598021,0.561050819828564,0.999901117806217
"Abca6",5797.76173208757,-5.20220324413792e-06,0.001442677981637,0.18970336598307,0.999901117806217
"Abca5",2090.96094241592,-4.39349934348608e-06,0.00144264458312136,0.479584961818226,0.999901117806217
"Map2k6",389.873759716104,-6.00717973023404e-06,0.00144265364549251,0.305032139463875,0.999901117806217
"Kcnj2",348.166293773385,-2.92756055527504e-06,0.00144264830668751,0.618679589204733,0.999901117806217
"Gm11675",6.52703267113877,4.22697440131852e-07,0.00144269169335642,0.788159498083043,0.999901117806217
"BC006965",6.2073134967577,1.6736255089172e-06,0.00144269398018585,0.120874469766132,0.999901117806217
"Sox9",1626.31140794424,3.57681667303786e-06,0.00144265703284216,0.507953016210545,0.999901117806217
"2610035D17Rik",236.960324570944,-7.79957706508826e-06,0.00144266088797731,0.169452103375938,0.999901117806217
"Slc39a11",1978.26088496426,2.79786407070905e-06,0.00144258188900394,0.759249365423985,0.999901117806217
"Sstr2",16.0043526847403,-2.28326975823326e-06,0.00144268993063697,0.271375215606652,0.999901117806217
"Cog1",2985.17077301505,1.99078797216325e-06,0.00144260915646211,0.802371558420009,0.999901117806217
"Fam104a",2074.91529262425,-2.7414255830989e-05,0.001442736653938,0.466306763663532,0.999901117806217
"D11Wsu47e",574.914810380934,7.84790962296031e-06,0.0014426390767798,0.297666506526849,0.999901117806217
"Cpsf4l",3.01431407226273,-1.58984154933219e-07,0.00144269398469919,0.85399757895944,0.999901117806217
"Cdc42ep4",4606.76405417644,-3.58548489130569e-06,0.00144260426720556,0.660418536728848,0.999901117806217
"Sdk2",108.256481042766,-4.3350632738454e-06,0.00144267980776138,0.235260782582085,0.999901117806217
"4932435O22Rik",14.0622615554002,-1.33683802927379e-07,0.00144268945835201,0.945282505667297,0.999901117806217
"Rpl38",3059.45111192159,-6.60412527123344e-07,0.00144267372039847,0.864054052410908,0.999901117806217
"Ttyh2",8620.07280713236,-1.85623161376431e-05,0.00144265681519028,0.173567628788585,0.999901117806217
"Dnai2",440.674398524735,2.12569063578848e-06,0.0014426306888614,0.757564833652307,0.999901117806217
"Kif19a",91.5343745201451,-5.54645002326694e-07,0.00144268099240759,0.860173628906373,0.999901117806217
"Btbd17",2.6695144554236,3.99475149165903e-07,0.00144269393886076,0.660713679687974,0.999901117806217
"Gprc5c",582.325341548179,2.78452387165608e-06,0.0014426303682585,0.687623938709,0.999901117806217
"Cd300a",33.6633034625498,3.16132996982099e-06,0.00144269083352158,0.129886776503167,0.999901117806217
"Cd300ld",30.5168942495747,3.62513936919591e-06,0.00144269252381504,0.0549933264350856,0.999901117806217
"Cd300c2",13.8280864229,9.80079941276289e-07,0.00144269191389149,0.5268775445638,0.999901117806217
"Rab37",22.5303054794149,1.26506288957633e-06,0.00144268664925873,0.614597579280956,0.999901117806217
"Cd300lf",5.72580910513007,1.96007956206127e-07,0.00144269284725188,0.877805972601015,0.999901117806217
"Slc9a3r1",928.989835130278,2.52602437770263e-06,0.00144262272200534,0.729608880930163,0.999901117806217
"Nat9",646.328017837319,4.48188382916911e-07,0.00144263722885344,0.946023592428285,0.999901117806217
"Tmem104",2256.83367013381,4.87972320198861e-06,0.00144265156256096,0.406335720891481,0.999901117806217
"Fdxr",1186.76789939806,6.32333175932923e-06,0.00144262198435603,0.406109333000126,0.999901117806217
"Fads6",666.104284179734,9.89104097543191e-06,0.00144267739448516,0.0561247889053288,0.999901117806217
"Cdr2l",11287.6496531778,1.093651292672e-06,0.0014426320020872,0.87363648623935,0.999901117806217
"Mrpl58",978.272344161117,1.00286175453239e-06,0.00144265674278539,0.850666151691645,0.999901117806217
"Atp5h",2498.6033455448,-4.81324065224902e-07,0.00144266688834027,0.912799506244351,0.999901117806217
"Kctd2",2241.69308759367,-9.56094859601889e-06,0.00144264680632032,0.159298359243675,0.999901117806217
"Trim80",1.92714021024118,5.28428621331848e-07,0.0014426942664502,0.498080961784411,0.999901117806217
"Armc7",346.293721383379,-2.6425823405836e-06,0.00144263390097641,0.692457876115781,0.999901117806217
"Nt5c",1695.86062789627,-4.60593639180789e-07,0.00144265256072077,0.931874190182655,0.999901117806217
"Jpt1",5410.95592571885,-3.71344668974824e-06,0.00144265442255446,0.503545734903653,0.999901117806217
"Sumo2",322.795518385949,7.10043731280748e-06,0.00144262967654245,0.290787449620139,0.999901117806217
"Nup85",2202.32269303891,-1.47377593830509e-06,0.00144258601709316,0.867180534387206,0.999901117806217
"Gga3",1840.41904580763,2.80341687000269e-06,0.00144259362995894,0.745743211160347,0.999901117806217
"Mrps7",1637.99558896301,1.86279852668503e-06,0.00144264556392591,0.758052947517623,0.999901117806217
"Mif4gd",1602.09500692168,6.61346391052258e-06,0.00144260610040278,0.428897601140167,0.999901117806217
"Slc25a19",1100.79685503355,-7.27934156526124e-06,0.00144258301645202,0.435501446169464,0.999901117806217
"Grb2",4563.58391825194,9.209107131675e-07,0.00144253549312593,0.932332336756053,0.999901117806217
"Tmem94",3303.5103071576,-5.29798167634507e-07,0.00144259056726898,0.950154406135071,0.999901117806217
"Caskin2",2158.2469323161,-8.09998525734971e-06,0.00144262075195486,0.922586242772113,0.999901117806217
"Tsen54",511.938424097367,-8.71098832074073e-07,0.00144261949748947,0.905053043589103,0.999901117806217
"Llgl2",124.704008351049,-2.15872039949614e-06,0.00144267061315151,0.67731383881889,0.999901117806217
"Recql5",890.496657164575,-1.25268638715661e-06,0.00144261378815492,0.869134543952461,0.999901117806217
"Smim5",12.4796011023546,3.50094214912681e-07,0.00144269118052209,0.835574756845704,0.999901117806217
"Sap30bp",1665.19383341762,5.27917582853906e-06,0.00144261033335234,0.512353279485673,0.999901117806217
"Sap30bpos",3.66025229416658,1.34302658270195e-06,0.0014426937268819,0.219463007858066,0.999901117806217
"Itgb4",472.998002566377,3.15684147164071e-06,0.00144266202465101,0.529766203220183,0.999901117806217
"Galk1",1581.02936177618,2.58815917887341e-06,0.00144266224620159,0.602767515287191,0.999901117806217
"H3f3b",26788.7420756239,4.70074263706313e-06,0.00144259596750986,0.586345061992247,0.999901117806217
"Unk",2161.51235919963,-4.34198972134353e-06,0.00144259415366439,0.615486959295797,0.999901117806217
"Unc13d",23.9732048368702,1.15004837742979e-06,0.00144268628827101,0.652629705751518,0.999901117806217
"Wbp2",4444.38243047166,5.34985380823831e-06,0.00144262187443782,0.40398467540337,0.999901117806217
"Trim47",4619.37134437335,2.72507717336619e-06,0.00144263044896073,0.694097758763895,0.999901117806217
"Trim65",403.537596062269,4.15984213663542e-06,0.0014426429459398,0.510587006084652,0.999901117806217
"Mrpl38",1525.34951414573,5.92511208892574e-06,0.00144262118137976,0.436246898103216,0.999901117806217
"Fbf1",2838.5815652293,-4.63603060683594e-06,0.00144258761252474,0.603750290689853,0.999901117806217
"Acox1",4932.22423369055,2.66647948679126e-05,0.00144272279805458,0.752241559735768,0.999901117806217
"Ten1",698.309522406306,-2.88415873873264e-06,0.00144264988596978,0.617541803742538,0.999901117806217
"Cdk3",30.515310466951,1.81432078210298e-06,0.00144268332073236,0.543503955096597,0.999901117806217
"Evpl",40.5366940524882,2.41426473809725e-06,0.00144268477866396,0.398580744551345,0.999901117806217
"Srp68",5210.24772792811,-1.91172713240643e-07,0.00144260692836814,0.979497172199373,0.999901117806217
"Galr2",46.1364243535655,-3.96063736988994e-06,0.00144268302201499,0.224795243803468,0.999901117806217
"Exoc7",3137.45978931325,4.96019247405678e-06,0.00144252410761146,0.659885640575318,0.999901117806217
"Foxj1",73.7669595586451,-9.91588918757887e-07,0.00144268246914847,0.741562717296112,0.999901117806217
"Rnf157",413.19512077965,-2.26734516099727e-06,0.00144264694818302,0.701797314130191,0.999901117806217
"Ubald2",814.869246573224,5.15914013339458e-06,0.00144263059246999,0.465842713748461,0.999901117806217
"Prpsap1",2998.47687157006,7.99059212847309e-05,0.00144366987134242,0.517241805276702,0.999901117806217
"Gm29292",35.3847797928018,-2.1504079477748e-06,0.00144268268379609,0.484762996237593,0.999901117806217
"Sphk1",1725.54124621668,3.31104225248763e-06,0.00144266498290368,0.492235808832208,0.999901117806217
"Ube2o",3040.63480791103,0.000108118853194674,0.00144464157532424,0.48023386110905,0.999901117806217
"Rhbdf2",1514.65888678083,6.52159826795661e-06,0.00144266966638996,0.181167206969683,0.999901117806217
"Cygb",43962.3831891011,8.73252529152906e-06,0.00144262324902271,0.2358527683676,0.999901117806217
"Prcd",164.240230478928,5.60542261589248e-06,0.00144266377942131,0.276908800961774,0.999901117806217
"Snhg16",285.647942756283,3.57088424716369e-06,0.0014426681586132,0.436960030564116,0.999901117806217
"Mxra7",11006.0848329896,9.5489491042785e-06,0.00144252188917253,0.414179156421342,0.999901117806217
"Jmjd6",2344.27830247743,4.2661389417989e-06,0.00144259423521705,0.623320141955835,0.999901117806217
"Mettl23",561.962528541661,1.52393359791692e-06,0.00144266268061051,0.948431738970776,0.999901117806217
"Srsf2",19902.4768088431,-2.65194509933206e-06,0.00144263300464485,0.691565858098375,0.999901117806217
"Mfsd11",2057.38003952018,7.7391355401846e-07,0.00144253441400115,0.975843625169819,0.999901117806217
"Snhg20",122.428298845982,1.35813233775001e-07,0.00144267699073571,0.971917030823588,0.999901117806217
"Sec14l1",12289.7325572005,7.02318898367274e-05,0.0014434529346721,0.781239605764562,0.999901117806217
"Gm11745",7.33253490994452,5.37576719928718e-07,0.00144269189324082,0.725118056001505,0.999901117806217
"Septin9",16956.8325499429,-1.8158903932652e-06,0.00144264119065934,0.770071477651265,0.999901117806217
"Gm11732",25.4547098230872,5.61628220353066e-06,0.00144269025678917,0.0399757176557191,0.999901117806217
"Gm11733",2.32600680306445,-7.32924284389771e-07,0.00144269431220143,0.349953485599814,0.999901117806217
"Gm11734",9.95814769195945,1.67553223946304e-06,0.00144269187424293,0.305311486981581,0.999901117806217
"2900041M22Rik",101.343231192092,3.11197644304851e-06,0.00144266906884602,0.486662540894416,0.999901117806217
"Tnrc6c",7278.63494161008,-5.90732160425933e-06,0.00144262430031856,0.426611143647723,0.999901117806217
"Tmc6",2664.48659907726,-9.72453793524685e-06,0.00144264325326091,0.165245797391957,0.999901117806217
"Tmc8",79.6508951377515,-4.3804080612563e-07,0.00144266750696586,0.920473708784739,0.999901117806217
"Syngr2",4532.14734412694,-4.39509034556484e-06,0.00144264302155996,0.421231225406203,0.999901117806217
"Tk1",322.763572018999,-4.52640507938073e-06,0.00144266987392967,0.319529049962912,0.999901117806217
"Afmid",89.2796231420196,-4.48372574146484e-06,0.00144267034203458,0.319583663944215,0.999901117806217
"Birc5",236.784410129369,-6.21535987517752e-06,0.00144267466858345,0.159634073878257,0.999901117806217
"Tha1",284.330837412229,-6.27688511056095e-06,0.00144264302785724,0.33497233373661,0.999901117806217
"Socs3",142730.075878316,3.39493935705766e-06,0.00144263303853408,0.608195354618764,0.999901117806217
"Pgs1",3912.1765833014,-5.81602156963262e-07,0.0014426473747295,0.919155998157049,0.999901117806217
"Dnah17",16.2920950025054,-2.64584792729071e-06,0.00144268802420219,0.277283926169184,0.999901117806217
"Cyth1",2531.16214235369,-1.10458135545799e-06,0.00144257562233865,0.725390120984991,0.999901117806217
"Gm11737",1.87612744396391,1.02936953462484e-07,0.00144269432870666,0.886099892555567,0.999901117806217
"Usp36",2910.90194808074,3.75801007197504e-06,0.00144263327800096,0.570628291402062,0.999901117806217
"Timp2",299866.278852582,-2.07991410883923e-06,0.0014426149986949,0.784159850059679,0.999901117806217
"Cep295nl",339.997036587797,4.60919878648443e-06,0.00144261023287651,0.446563387518487,0.999901117806217
"Lgals3bp",30232.1931184779,2.52918194814055e-05,0.00144274438272694,0.911796835865069,0.999901117806217
"Cant1",6735.6421122621,-5.05372530163638e-06,0.00144254286845134,0.633435611993372,0.999901117806217
"C1qtnf1",25512.1673251347,-3.31415342780817e-07,0.00144264438914514,0.954144072673762,0.999901117806217
"Gm11747",45.0507843879315,1.21950435291129e-06,0.00144268282621609,0.685654163981608,0.999901117806217
"Gm11748",4.695931743942,5.76236147842576e-07,0.00144269275267697,0.659004778266721,0.999901117806217
"Engase",3205.69232096061,4.78057077856292e-06,0.00144257839274325,0.432859494827526,0.999901117806217
"Rbfox3",5.6823583647566,2.21618683866767e-07,0.0014426927506549,0.864951554272678,0.999901117806217
"Cbx2",230.171178463109,-4.25862517225816e-07,0.00144265742135866,0.886443058712294,0.999901117806217
"Cbx8",347.378257143254,-3.17328671615942e-06,0.00144262944983296,0.647919894473462,0.999901117806217
"Cbx4",2009.81253918767,-6.16512547092887e-06,0.00144262307692549,0.354065289807093,0.999901117806217
"Tbc1d16",1604.79259108365,6.70259624635894e-07,0.00144258439006322,0.94128051550093,0.999901117806217
"Ccdc40",12.8526954753314,-4.78865844479601e-08,0.00144268971944861,0.978791933166581,0.999901117806217
"Gaa",25653.9593991628,2.59719490699722e-05,0.00144272269005801,0.870676176615173,0.999901117806217
"Eif4a3",3960.90223918882,-1.37667173192285e-06,0.00144261474419272,0.855580602146882,0.999901117806217
"Card14",303.215093684763,8.77284365200725e-06,0.00144265491138539,0.692778641877317,0.999901117806217
"Sgsh",3078.08617994018,-8.8272191635461e-06,0.00144262392623773,0.258086058014274,0.999901117806217
"Slc26a11",1068.10489944422,4.98013702887757e-06,0.00144259275488284,0.570927891547821,0.999901117806217
"Mir1932",2.64905478671185,-3.51133652079901e-08,0.00144269403495889,0.965669991730892,0.999901117806217
"Rnf213",19227.793383484,5.09332839789997e-06,0.00144265612314566,0.36478306567638,0.999901117806217
"A930037H05Rik",32.3559521289961,-1.02759855865218e-06,0.00144268223297211,0.735892461846552,0.999901117806217
"Endov",1091.30110732355,-7.23320348068488e-06,0.00144257383830861,0.454936162556855,0.999901117806217
"Nptx1",61.7537150639582,1.10113540748479e-06,0.00144268586945037,0.674019319752556,0.999901117806217
"Rptor",3361.51714942258,5.79659815313847e-06,0.00144265154806299,0.332844785704673,0.999901117806217
"Chmp6",2059.44353390342,-5.77764351373068e-06,0.00144262536310831,0.432694563668517,0.999901117806217
"Gm11767",8.63243112055104,7.2985886227262e-07,0.00144269139836571,0.65872384791925,0.999901117806217
"Baiap2",5489.95103295833,1.36571260173715e-06,0.00144263546679248,0.791946589208495,0.999901117806217
"Aatk",938.95048994729,-9.92992171354782e-07,0.00144266698520431,0.661770439636581,0.999901117806217
"Cep131",852.207256850065,-1.03383591736057e-05,0.00144263726836778,0.163234884980681,0.999901117806217
"Tepsin",749.997660259935,5.49045943856473e-06,0.00144262146658794,0.467338779359001,0.999901117806217
"Ndufaf8",442.614644465263,-3.77039583525533e-06,0.00144266220223799,0.453867372638382,0.999901117806217
"Slc38a10",32510.5716434256,-1.75287624050231e-06,0.00144260254760901,0.827808944057849,0.999901117806217
"Gm11769",132.161639760213,2.89252819705788e-06,0.00144266766048899,0.527387323661978,0.999901117806217
"2810410L24Rik",55.6967219060938,-3.2828064638072e-06,0.0014426810397099,0.330893709894288,0.999901117806217
"2900052L18Rik",26.9944778402759,-2.12313132033209e-06,0.00144268792699807,0.372391850234514,0.999901117806217
"Bahcc1",4109.88045598763,-8.05246421523293e-06,0.00144264357134234,0.230750887471356,0.999901117806217
"Gm11772",30.7077400461143,-5.0626795026265e-07,0.00144268069068196,0.873798876945451,0.999901117806217
"Actg1",23451.7963690251,3.30969814635948e-06,0.00144262485244718,0.647902390073305,0.999901117806217
"0610009L18Rik",58.0920058486474,-4.51126215161931e-06,0.00144268405312728,0.162817684942025,0.999901117806217
"Fscn2",3.70534680539017,1.83001125808281e-07,0.00144269370832061,0.853646468310377,0.999901117806217
"Faap100",1552.50745918604,-6.17106116472153e-06,0.00144262037817595,0.41938643414391,0.999901117806217
"Nploc4",4177.01135487323,2.68683216853124e-06,0.00144261914499909,0.720179100341725,0.999901117806217
"Pde6g",3.79421553342849,-4.04308976039963e-07,0.00144269320428182,0.726359403292169,0.999901117806217
"Oxld1",69.6045513392279,-3.52307511370701e-06,0.00144267625165402,0.363429534144136,0.999901117806217
"Ccdc137",1210.21801128517,6.0027393411499e-05,0.00144321260775339,0.0423472273255235,0.999901117806217
"Arl16",607.540266154437,-5.57097203202808e-06,0.00144260294035201,0.505705940085244,0.999901117806217
"Hgs",5361.73421473807,4.96640106894769e-06,0.00144259281730282,0.572158995339004,0.999901117806217
"Mrpl12",1463.98983450393,3.87969163115334e-06,0.00144266532457542,0.423508941215187,0.999901117806217
"Slc25a10",943.020774983492,2.88305846804408e-06,0.00144264019795794,0.65245799360197,0.999901117806217
"Mcrip1",6328.47129799151,9.40955477100505e-06,0.00144263761366593,0.369633841018799,0.999901117806217
"P4hb",93664.0796431232,1.12291753731352e-06,0.00144256371436958,0.909718926175924,0.999901117806217
"Arhgdia",37292.0991207822,3.44908438243329e-06,0.00144262880576025,0.624615519539699,0.999901117806217
"Gm3807",5.88454911295185,1.57180951568776e-06,0.00144269334207466,0.210199648096754,0.999901117806217
"Alyref",2216.90093706561,-7.78495299282117e-07,0.00144264027384038,0.899812731620994,0.999901117806217
"Anapc11",3141.12811301616,1.08889568548829e-07,0.00144265227010126,0.986179682454202,0.999901117806217
"Npb",6.09044903896026,-5.91211169777494e-07,0.00144269216905374,0.68217904020051,0.999901117806217
"Pcyt2",1156.62112915209,-3.11586629094531e-06,0.00144264925428925,0.59313776025986,0.999901117806217
"Sirt7",1658.06551829215,-6.49404058958952e-06,0.001442621178147,0.395199190602746,0.999901117806217
"Mafg",5631.06376639746,7.66063625601601e-07,0.00144260872520881,0.924099941595452,0.999901117806217
"Pycr1",2407.9021832947,3.50544347735481e-06,0.00144265152776821,0.542812767228593,0.999901117806217
"Notum",37.6532359643467,-3.95106601097216e-06,0.00144268769043171,0.142920689367618,0.999901117806217
"Aspscr1",3110.06619417476,-9.66704941862627e-06,0.00144263463268328,0.19026146968294,0.999901117806217
"Cenpx",907.70525917302,1.22017845098315e-05,0.00144267347904905,0.381555094281562,0.999901117806217
"Lrrc45",2438.18044869618,-3.82627902073612e-06,0.00144261808411096,0.612110823782207,0.999901117806217
"Rac3",352.371169740067,-6.33786422132967e-06,0.00144265632630981,0.268975066409439,0.999901117806217
"Dcxr",471.861313196031,-7.09988465445062e-06,0.00144266339426517,0.187904537124673,0.999901117806217
"Hmga1b",21.9291958052034,-1.89999964215684e-07,0.0014426864808998,0.937588236490777,0.999901117806217
