"","NEG1","NEG2","NEG3","NEG4","POS1","POS2","POS3","POS4"
"Scn1a",1,1,1,9,5,1,2,5
"Scn9a",0,9,0,0,0,3,5,0
"Scn7a",15611,15863,20138,18321,15475,16599,22328,31745
"Gm13600",0,1,0,0,0,0,0,0
"Gm13602",0,0,0,0,0,2,0,0
"Xirp2",21,26,11,8,3,15,22,23
"Gm13601",0,0,0,0,0,0,2,1
"B3galt1",255,204,271,307,259,322,364,610
"Mir7224",0,0,0,0,1,0,0,2
"Gm13604",0,3,0,1,0,4,1,0
"Gm13603",0,0,0,0,0,0,3,1
"Gm37964",4,10,4,0,3,0,2,7
"Gm13607",0,4,0,0,0,0,0,0
"Stk39",3176,3857,3900,3489,3060,4268,3957,4943
"Gm13596",0,0,0,1,0,0,0,4
"Gm13597",17,12,16,16,10,19,17,25
"Gm13612",0,0,1,0,0,0,0,0
"Cers6",2880,3094,5109,4442,4038,4475,4256,6775
"Gm37159",6,0,2,4,6,5,2,6
"Gm38236",5,1,0,5,3,0,1,1
"Gm37651",2,3,0,7,9,0,3,2
"Gm37747",4,1,1,6,11,0,8,4
"Gm37666",3,6,12,2,3,12,28,9
"Gm38377",21,25,8,9,16,8,9,24
"Nostrin",447,582,494,421,474,546,597,592
"Spc25",130,153,81,113,56,152,118,188
"Abcb11",27,16,11,5,12,20,11,20
"Dhrs9",1548,1558,1795,1658,1542,2588,2051,4250
"Lrp2",1,0,2,2,1,3,6,7
"Bbs5",385,421,324,348,419,445,460,635
"Klhl41",38,22,9,16,6,7,19,25
"Fastkd1",354,431,495,437,435,591,545,856
"Ppig",2571,3451,3447,2935,2851,3788,3933,5699
"Ccdc173",127,96,77,92,84,116,143,190
"Gm13623",0,1,2,2,0,2,0,6
"Phospho2",639,689,516,516,609,850,883,1084
"Gm13624",1,0,0,1,2,1,2,0
"Klhl23",536,655,516,552,547,564,759,947
"Ssb",6288,7748,7326,6523,6506,9756,8797,13251
"Mettl5",373,418,326,326,351,508,576,620
"Gm13625",3,0,3,0,1,0,1,3
"Mettl5os",4,8,2,8,3,4,1,13
"Ubr3",3678,4672,6423,5968,4996,5544,6549,9920
"Gm13631",0,1,4,0,0,0,0,0
"Myo3b",5,10,10,6,5,13,4,9
"Rpl9-ps7",9,7,7,5,2,11,9,7
"Sp5",0,0,0,0,0,0,0,1
"Gad1os",5,7,11,15,5,6,7,13
"Erich2os",3,8,4,5,4,12,14,13
"Erich2",37,35,25,35,15,19,32,38
"Gad1",6,12,6,3,1,16,19,6
"Gm26558",16,28,22,11,16,18,18,22
"Gorasp2",9800,12715,15993,12976,13106,18527,13741,20830
"Tlk1",2932,3708,4351,3668,3731,3792,4274,6343
"Mettl8",331,447,349,328,351,539,487,663
"Dcaf17",711,690,819,732,692,723,857,1325
"Cybrd1",70,81,72,61,33,40,106,95
"Dync1i2",7723,8393,8608,6986,7225,9365,9768,12572
"Slc25a12",2423,2895,2957,2577,2270,3244,3476,4647
"Gm13641",0,0,1,0,0,2,0,1
"Hat1",691,837,645,652,689,961,1002,1125
"Gm13642",0,0,0,0,0,1,0,0
"Metap1d",1065,1471,1502,1309,1347,1591,1925,2090
"Dlx1as",0,2,0,0,0,0,0,0
"Dlx1",3,22,11,18,5,4,27,10
"Dlx2",0,0,0,0,0,0,0,1
"Itga6",439,700,585,800,753,706,854,1296
"Pdk1",927,1137,1409,1230,1086,1205,1493,1893
"Rapgef4",124,98,121,128,101,93,127,131
"Rapgef4os1",0,0,0,0,0,0,0,2
"Map3k20",2521,3209,3452,3342,3138,3731,4030,5107
"Cdca7",174,172,169,149,151,248,181,266
"Eif1-ps3",1,0,0,0,0,0,0,1
"Ak3l2-ps",5,3,4,7,15,8,6,27
"6430710C18Rik",0,0,1,3,0,3,4,2
"Sp3",6928,7417,8893,7606,7001,7520,10151,15201
"Gm11084",0,1,2,0,1,0,3,0
"Sp3os",203,159,112,99,148,152,229,172
"Ola1",2341,2969,2501,2238,2146,3141,3054,4087
"Gm13665",0,0,0,1,0,0,0,0
"Gm13666",0,4,1,0,1,0,2,3
"Sp9",0,0,1,0,0,0,1,1
"Cir1",495,517,462,406,464,464,697,887
"Scrn3",566,615,591,604,493,629,696,958
"Gpr155",615,645,765,699,603,538,1006,1099
"Gm13703",7,10,0,4,6,7,8,6
"D230022J07Rik",3,1,1,4,2,3,3,4
"Gm13707",0,5,1,1,3,1,1,5
"Wipf1",9662,9173,13852,11364,11568,12015,15206,19832
"Chrna1",91,47,42,85,22,28,98,69
"Chrna1os",68,43,35,34,43,60,108,87
"Chn1os3",48,32,34,33,45,31,57,53
"Chn1",248,378,248,320,292,359,370,360
"Gm13640",0,0,0,0,0,0,1,0
"Atf2",3014,3641,4303,3509,3528,3601,4564,6029
"Atp5g3",5306,6212,4710,4320,5024,8196,6964,7011
"Gm13668",0,2,0,2,2,0,2,1
"Lnpk",1272,1525,1634,1419,1241,1490,1872,2512
"Mrpl23-ps1",35,53,21,25,31,56,21,42
"Evx2",37,24,13,9,5,6,83,26
"Hoxd13",26,48,38,33,20,8,59,45
"Hoxd11",0,5,2,0,0,0,5,4
"Hoxd10",0,0,7,0,5,3,0,4
"Gm14396",0,0,0,0,0,0,0,1
"Gm28793",0,0,0,0,1,0,0,0
"Hoxd9",170,162,269,137,156,112,207,269
"Hoxd3os1",86,100,117,83,95,108,155,163
"Hoxd8",1108,1590,1880,1359,1466,1369,1479,2037
"Hoxd3",7,2,8,9,7,7,6,10
"Hoxd4",8,11,17,24,32,15,23,29
"Gm28230",0,1,1,4,0,1,0,3
"Haglr",0,0,2,1,0,0,1,5
"Gm14424",0,0,0,0,2,5,1,0
"Gm14426",0,0,0,0,1,0,0,0
"Hoxd1",2,0,2,1,0,0,0,2
"Mtx2",1621,1721,1886,1595,1668,2276,2395,2757
"Gm14425",1,0,2,2,0,0,0,1
"Gm13652",9,5,8,3,21,8,20,14
"2600014E21Rik",43,82,106,134,76,150,124,230
"A330043C09Rik",1,0,0,0,1,0,1,4
"Rps6-ps4",56,64,36,29,56,92,90,95
"Gm13653",4,7,5,7,7,9,14,5
"Gm37243",0,0,0,0,0,0,0,1
"Gm13655",2,0,1,0,0,0,1,0
"Gm24574",0,0,1,0,0,0,0,0
"Hnrnpa3",9142,12105,13513,10587,10550,15133,11506,19607
"Nfe2l2",9043,9860,12467,10297,9813,14791,13749,16924
"E030042O20Rik",30,25,18,10,19,25,20,29
"Gm13657",7,1,5,6,1,5,4,7
"Gm13669",2,2,3,1,2,2,5,4
"Gm13670",0,0,2,0,0,0,2,0
"Agps",2191,2670,3578,2974,2969,3627,4052,6028
"Ttc30b",494,397,469,424,409,431,610,912
"Ttc30a2",0,1,2,0,2,0,0,2
"Ttc30a1",43,39,45,31,45,51,70,119
"Pde11a",206,359,465,327,453,294,488,783
"Cyct",0,0,0,1,0,0,0,0
"Rbm45",1200,1550,1452,1183,1330,1761,1646,2238
"Osbpl6",1244,978,1226,1281,975,1117,1565,1802
"Prkra",1142,1196,1029,929,974,1320,1788,1594
"Pjvk",0,1,3,9,4,0,2,4
"Fkbp7",5155,5500,4920,4954,4920,7543,7056,8065
"Plekha3",1895,2105,2954,2506,2397,3179,2721,4001
"Ttn",117,95,53,61,67,30,131,169
"Ccdc141",574,661,862,992,889,756,907,1535
"Sestd1",5309,5543,6162,5228,5055,5424,7243,8197
"Gm13650",5,11,2,6,4,3,11,20
"Gm13651",3,9,3,6,3,10,6,7
"Gm13649",0,0,1,0,1,0,0,0
"Zfp385b",374,482,636,509,440,714,523,1159
"Gm13944",0,0,0,2,0,0,0,0
"Cwc22",702,1019,970,849,844,1002,1039,1579
"Gm13726",0,0,0,0,0,0,0,1
"Gm14461",0,0,0,2,2,0,2,0
"Ube2e3",2464,2636,2942,2379,2501,3109,3033,3941
"Itga4",141,211,205,286,230,246,313,461
"Cerkl",29,36,49,47,38,42,80,77
"Gm22606",0,0,0,0,0,0,0,1
"Itprid2",1175,1469,2118,2019,1883,1872,2061,2961
"Ppp1r1c",0,1,0,1,0,0,0,1
"Pde1a",1014,1707,1486,1405,1385,1772,1937,2568
"Prdx6b",0,0,1,0,1,0,1,0
"Dnajc10",10694,11573,12385,11354,10431,12412,14184,18750
"Frzb",81,116,79,54,56,71,83,105
"Nckap1",17170,20447,22148,17824,16710,22390,23787,32112
"Gm13689",10,4,4,3,9,4,8,20
"Gm13688",203,122,125,102,101,163,291,149
"Dusp19",565,617,550,446,424,573,829,970
"Nup35",260,306,226,221,205,339,321,463
"Mir684-1",1,0,0,0,0,3,2,1
"Gm13690",0,0,0,0,0,0,0,1
"Gm4735",2,2,4,6,5,6,8,11
"Zfp804a",9,30,33,32,8,34,15,32
"Gm13675",0,4,2,1,5,1,0,0
"Fsip2",1,0,0,1,0,0,0,1
"Gm13680",135,94,115,102,79,174,140,140
"Gm13679",0,0,0,1,0,1,1,0
"Zc3h15",3375,3883,3872,3321,3377,4989,4294,5866
"Itgav",9662,9413,15817,15018,12477,12371,15643,27819
"Fam171b",4230,3523,4898,4752,3846,4454,5944,8017
"Zswim2",10,8,16,13,16,16,14,17
"Gm13711",0,0,2,0,0,1,2,0
"Calcrl",4857,3306,3403,3915,2944,3098,7288,6316
"Tfpi",2303,3060,3013,2711,2618,3911,4125,5867
"Gm13710",0,3,3,3,0,0,0,2
"Gm52948",25,21,25,28,14,11,29,42
"Ctnnd1",1428,1345,2105,1610,1694,2169,1876,2423
"Selenoh",588,739,416,390,405,700,693,617
"Tmx2",926,1004,1006,884,1004,1249,1176,1248
"Med19",779,869,927,776,792,1203,1190,1519
"Zdhhc5",5858,7166,10494,8662,8097,9840,9530,15151
"Clp1",455,446,404,402,405,546,704,569
"Ypel4",1253,1359,1179,1297,1199,1278,1788,1878
"Gm19426",41,23,40,28,34,57,31,50
"Serping1",199869,214965,336385,238740,253589,325774,301342,374893
"Ube2l6",3975,4132,4399,3541,3667,6418,5491,6872
"Smtnl1",1,0,0,1,0,6,0,0
"Timm10",289,367,261,182,282,638,370,398
"Slc43a1",1315,1526,1749,1574,1714,1949,1963,2592
"Rtn4rl2",993,902,1920,1714,1578,2582,1607,3201
"Slc43a3",18564,13043,19410,17330,16591,19840,22641,25955
"Prg2",0,2,3,3,4,0,0,2
"Prg3",0,0,0,1,0,0,0,2
"P2rx3",15,11,8,15,4,10,5,12
"Ssrp1",5298,7721,7946,6069,6350,8866,7430,11525
"Tnks1bp1",16508,22926,25750,19225,20825,25437,22172,36946
"4930443O20Rik",3,1,3,7,6,3,3,8
"Aplnr",25,29,51,33,28,25,49,43
"Gm13712",1,1,0,4,0,0,0,3
"Lrrc55os",15,10,12,15,20,15,26,21
"Lrrc55",98,148,217,122,64,80,159,250
"Gm13716",0,0,0,3,1,0,3,0
"Gm13715",2,1,0,7,0,1,0,0
"Olfr1006",3,0,0,0,0,0,0,0
"Gm40020",0,0,0,0,0,0,1,0
"Olfr1029",0,1,0,0,0,0,0,0
"Olfr1033",362,278,314,411,219,338,416,680
"Olfr1034",9,12,7,11,12,14,11,11
"Gm13719",0,0,0,2,0,0,1,0
"Nlk-ps1",0,0,0,0,1,0,0,0
"Gm1826",17,22,46,33,34,44,72,111
"Gm13736",12,11,18,6,23,34,12,22
"Gm13743",0,1,0,0,1,1,0,3
"Olfr1162",0,0,1,0,0,0,0,0
"Olfr1173",0,0,0,0,0,1,0,0
"Olfr1175",0,0,0,0,0,0,1,0
"Olfr1181",0,0,0,0,0,1,0,0
"Olfr1258",0,0,0,0,1,0,0,0
"Olfr1260",4,0,0,0,0,0,0,0
"Gm18953",1,0,0,0,0,0,0,0
"Ptprj",3283,3839,4730,3853,3362,4244,4352,5927
"4933423P22Rik",0,0,1,0,0,0,0,0
"Nup160",1320,1565,1997,1699,1598,1762,2102,3019
"Fnbp4",3458,4331,4816,4207,4136,5248,5414,6583
"Rpl30-ps3",0,2,1,0,0,0,1,0
"Agbl2",63,85,63,78,83,63,113,112
"Gm13772",0,0,1,0,0,0,0,0
"Mtch2",3534,4092,3406,3033,3525,4867,5018,5406
"C1qtnf4",17,20,16,19,27,26,31,20
"Ndufs3",1679,2166,1748,1395,1597,2412,2331,2297
"Kbtbd4",439,517,579,476,576,639,673,994
"Ptpmt1",877,1250,932,807,878,1472,1238,1305
"Gm17661",1,6,8,5,7,10,11,14
"Celf1",4493,5960,6921,6273,6034,7016,7203,10207
"Gm13777",0,2,0,1,0,0,1,2
"Rapsn",76,109,73,59,76,56,133,90
"Gm13778",5,2,1,1,5,0,5,2
"Psmc3",6905,9415,6816,5980,6669,9867,9006,11163
"Slc39a13",4622,5886,7977,7018,6923,8671,6304,10765
"Spi1",25,27,31,36,59,39,110,36
"Mybpc3",1,0,0,0,0,0,0,2
"Madd",436,676,733,571,720,671,704,1103
"Nr1h3",698,681,571,491,516,896,893,1027
"Gm13783",0,0,0,0,0,1,0,2
"Acp2",3773,4385,4929,4380,4325,4725,5348,7688
"Ddb2",435,454,464,421,418,501,744,631
"Pacsin3",812,1108,811,729,893,1108,960,1288
"Arfgap2",2737,3456,3126,2593,2995,3926,3777,4856
"1110051M20Rik",1077,1229,1056,1014,1007,1352,1410,1551
"Gm13787",2,3,2,0,0,5,0,2
"Lrp4",552,888,646,776,631,672,709,1249
"Gm13770",1,0,0,0,1,0,0,0
"Ckap5",3229,3832,5029,4038,3588,4274,4701,7395
"F2",1,0,0,0,2,3,0,0
"Gm13771",6,3,0,1,4,1,1,1
"Zfp408",597,845,828,689,838,742,713,1310
"Arhgap1",6263,5725,10892,8585,8810,10893,9973,15110
"Atg13",2037,2383,3005,2512,2436,3123,2994,4411
"Harbi1",269,237,237,215,240,256,331,455
"Ambra1",2263,2917,3314,2820,2648,3200,3365,4564
"Chrm4",8,10,11,20,2,5,9,3
"Mdk",1917,3169,3387,2891,3567,5362,4151,4337
"Dgkz",2310,3353,3964,3305,3768,4270,3963,4942
"Mir6999",0,1,0,0,1,0,2,2
"Gm9821",0,1,0,0,0,4,0,2
"Creb3l1",14773,21537,32624,25763,27735,36082,22950,44626
"2900072N19Rik",2,0,0,7,3,0,0,0
"Phf21a",3780,5116,5575,4728,4872,5347,5936,7757
"Mir1955",0,2,0,1,1,4,3,1
"Gm13786",3,2,3,0,6,0,0,11
"Gm13785",1,7,0,4,5,3,12,9
"Large2",13,5,6,12,50,37,14,38
"Pex16",707,842,789,638,759,980,839,914
"1700029I15Rik",68,74,71,51,93,85,98,104
"Mapk8ip1",2397,2905,2827,2507,2600,3158,3510,3909
"Cry2",2478,3238,3612,3590,3626,4558,4654,5138
"D930015M05Rik",0,2,1,5,1,0,0,1
"Slc35c1",1097,1388,1858,1486,1534,1917,1403,2731
"Gm13815",0,0,0,0,0,6,1,0
"Chst1",1365,1140,1168,1071,1246,1341,1526,1477
"Gm13816",20,21,11,20,6,10,20,34
"Gm13791",0,0,0,0,0,0,0,1
"Syt13",17,26,39,39,24,16,44,44
"Prdm11",200,423,471,379,368,315,400,521
"4631405J19Rik",8,20,3,4,9,15,20,11
"Trp53i11",523,447,500,502,580,608,563,668
"Tspan18",2189,1238,3710,2473,2217,2086,3700,2972
"Gm13807",0,0,0,1,0,0,0,0
"Cd82",1405,1834,1834,1828,1752,2190,2086,2718
"Mir7001",1,0,0,0,1,0,0,0
"Gm10804",0,0,0,1,0,0,0,0
"Alx4",885,1138,1237,1135,1191,1495,1307,2733
"Ext2",8010,9380,12613,10632,10354,12529,11714,17258
"Accs",470,571,615,502,529,484,742,795
"Accsl",0,4,0,0,4,1,2,1
"Gm1335",34,18,20,37,34,27,30,32
"Gm13889",4606,7089,5172,6742,6031,7492,5908,5412
"Gm27027",2,0,5,0,0,0,0,0
"Alkbh3os1",0,0,2,0,0,0,0,2
"Alkbh3",621,756,764,568,641,787,927,1004
"Hsd17b12",2704,3310,3466,2832,3089,4235,3993,5427
"Mir670hg",0,0,0,0,0,0,0,2
"Ttc17",3222,3875,4959,4368,4164,4822,5039,7565
"Itpa-ps1",6,17,14,16,21,24,25,15
"2810002D19Rik",398,379,366,341,322,448,505,558
"Api5",4313,5641,5656,4735,4590,6124,6207,9015
"Lrrc4c",78,98,144,90,83,82,121,160
"Gm17076",0,0,0,0,0,0,0,1
"Gm13803",7,8,16,7,6,12,20,35
"Gm10801",1,0,0,0,0,0,5,0
"Gm10800",0,0,0,1,0,1,8,1
"Iftap",530,575,418,326,393,623,620,654
"Rag1",0,0,0,0,0,0,2,0
"Traf6",1418,1396,2125,1614,1818,1785,2138,2880
"Prr5l",208,143,139,132,121,123,239,150
"Commd9",864,1092,1030,905,965,1218,1029,1358
"Ldlrad3",1289,1497,1942,1627,1699,1775,1867,2898
"Gm13919",0,0,0,0,0,0,1,0
"Gm13921",0,0,0,1,0,1,0,0
"Gm13866",0,0,2,0,0,0,0,0
"Trim44",6159,8570,10391,8615,8361,9406,9621,15511
"Gm13868",0,8,3,2,1,3,0,5
"Fjx1",673,601,883,715,728,895,700,898
"Pamr1",25146,17182,27550,20538,21751,19090,31341,22589
"Slc1a2",29,29,21,30,20,23,19,37
"Cd44",18381,20551,24479,25388,18975,30438,19299,33383
"Pdhx",613,628,702,557,599,848,873,1013
"Apip",517,685,401,404,443,608,677,655
"Gm10038",1,0,0,0,1,0,0,1
"Gm13874",0,2,0,0,1,0,1,3
"Ehf",2,5,13,14,113,81,6,61
"A930006I01Rik",0,1,0,0,0,1,2,0
"BC016548",0,1,0,0,1,2,1,0
"Elf5",0,0,5,6,85,68,3,26
"Cat",5857,5020,6468,5801,5428,6538,8153,9984
"Abtb2",726,659,1116,965,1016,964,881,1163
"Nat10",1434,2574,2401,1827,1946,2786,2295,3498
"Caprin1",12640,16173,19306,15976,15663,20055,18675,32735
"Gm13880",4,1,7,2,3,2,8,3
"Lmo2",1159,1265,1301,995,1164,2065,1813,2661
"4931422A03Rik",0,0,2,0,3,0,0,0
"Fbxo3",2376,2690,2462,2336,2288,2739,3820,4740
"Gm24644",5,6,4,0,6,12,12,15
"Gm10912",0,2,1,0,0,3,0,2
"Cd59b",33,18,31,44,48,24,42,60
"Cd59a",268,289,212,206,176,249,434,279
"A930018P22Rik",1,5,2,0,1,1,1,0
"D430041D05Rik",41,51,29,37,30,24,89,67
"Gm13883",0,2,0,0,0,0,0,0
"Gm13882",6,3,9,4,3,12,6,5
"Hipk3",7494,9376,12565,11632,9976,11730,13592,18407
"Gm13870",0,2,0,0,0,0,0,0
"Platr14",0,4,2,5,2,10,3,5
"Gm13885",1,0,0,0,0,0,0,0
"Cstf3",812,942,1035,938,928,1329,1317,1969
"Tcp11l1",393,438,540,406,451,444,656,819
"Pin1rt1",0,1,0,0,0,3,0,0
"Depdc7",79,52,55,49,60,86,96,91
"Qser1",2918,3292,4738,4061,3656,4060,4827,7404
"Gm13886",8,0,2,2,2,1,2,2
"Prrg4",48,43,62,56,79,38,68,118
"Ccdc73",8,26,5,11,10,20,14,13
"Eif3m",2915,3070,2052,1759,2220,3713,3807,3519
"Wt1os",3,3,0,0,0,0,0,2
"Wt1",17,55,66,40,27,74,37,112
"Them7",0,0,0,4,0,8,0,5
"Rcn1",18575,22346,26469,23382,22948,30129,23291,40766
"Rpl10-ps1",0,1,0,0,0,1,0,1
"Pax6",0,0,0,0,1,2,8,0
"Elp4",519,627,682,611,536,677,838,1070
"Immp1l",412,475,239,213,336,586,573,437
"Dnajc24",536,431,378,364,468,625,685,693
"Dcdc5",2,0,0,0,0,0,1,0
"Gm13992",1,0,0,0,0,0,0,2
"Gm14013",0,1,0,0,0,0,0,0
"Gm14015",0,1,0,0,0,0,0,0
"BB218582",0,2,0,1,0,0,0,0
"Mpped2",36,25,32,45,21,25,40,76
"Gm13902",0,0,0,1,0,0,1,1
"Arl14ep",1346,1434,1572,1391,1370,1533,1805,2622
"Gm13904",1,2,1,2,1,1,4,1
"Kcna4",6,3,5,9,1,0,3,9
"Gm13915",0,0,0,0,0,3,0,1
"Gm13914",0,0,0,0,0,0,0,2
"Rpl35a-ps4",20,7,5,6,7,20,15,4
"Hadhb-ps",47,46,56,48,49,84,77,93
"Mettl15",102,93,116,115,157,176,209,229
"Kif18a",76,110,95,118,86,104,166,176
"Bdnf",135,312,278,378,209,394,335,381
"Gm13932",0,0,0,2,0,0,0,0
"Lin7c",2930,3518,3641,3180,3004,3485,4344,5701
"Platr8",0,0,0,0,0,0,0,4
"Lgr4",2827,2375,4066,3297,3236,2953,4065,4370
"Ccdc34",842,874,908,784,802,1019,1074,1143
"Ccdc34os",0,0,0,0,0,0,1,0
"Gm13936",0,0,0,1,0,0,0,0
"Gm13937",0,4,1,0,0,0,3,2
"Bbox1",21,39,30,11,30,12,13,35
"Fibin",8014,6784,7276,7186,5490,6382,8536,11280
"Gm13935",0,0,0,2,0,0,0,0
"Slc5a12",0,1,0,0,0,0,0,1
"Ano3",488,232,267,307,232,229,509,406
"Muc15",0,0,0,4,121,115,1,30
"Gm13961",5,2,9,3,0,2,10,12
"Olfr1314",0,0,0,1,0,0,0,0
"Lpcat4",547,748,874,699,710,1099,859,1141
"Nutm1",0,3,0,0,0,0,0,0
"Nop10",1045,932,785,796,985,1787,1353,1313
"Slc12a6",2901,2383,3265,2691,2803,2766,3900,3851
"Emc4",1184,1199,1241,1112,1253,1853,1973,1869
"Katnbl1",947,806,911,759,792,1153,1439,1427
"Emc7",3525,3706,4008,3664,3641,4986,5081,6469
"Chrm5",3,0,2,4,8,2,13,2
"Aven",922,1233,1081,782,891,1375,1113,1355
"Gm22676",0,0,0,0,0,3,0,1
"Ryr3",21,23,25,19,15,9,41,49
"Fmn1",1068,1637,2058,1932,1746,1780,2000,3426
"Gm13963",0,0,2,0,0,0,2,0
"Gm13966",0,2,0,0,0,2,1,0
"Grem1",50,42,24,2,16,5,24,19
"Scg5",5,7,1,3,2,0,4,1
"Arhgap11a",173,243,277,331,192,268,287,472
"Gm21596",15,9,11,11,10,5,8,18
"Actc1",44,21,6,39,11,30,33,15
"Aqr",2200,2611,4013,3132,3053,3435,3579,5909
"Zfp770",470,384,396,349,346,345,496,783
"Dph6",539,768,840,814,733,1071,954,1465
"Gm13974",0,0,0,0,2,0,0,0
"Gm13977",0,0,0,1,0,0,1,1
"Cdin1",185,177,302,216,225,260,289,346
"Meis2",1715,1641,2222,1972,1798,2041,2058,3069
"2700033N17Rik",30,22,36,24,36,56,25,38
"G630016G05Rik",6,2,5,4,6,3,2,2
"Gm13991",22,23,35,30,41,43,56,88
"D330050G23Rik",69,53,65,76,56,65,81,98
"Gm29340",29,22,13,12,20,17,14,43
"Gm13981",0,0,0,1,1,0,1,0
"Spred1",7408,7614,10072,8813,7430,8817,9813,14226
"Mir674",2,3,2,6,2,0,3,9
"Rap1a-ps2",0,0,0,0,4,0,1,0
"Fam98b",1675,2040,2283,1817,1841,2296,1896,3305
"Rasgrp1",2,18,14,20,14,17,14,12
"Gm13985",0,0,0,0,0,0,2,0
"Gm13986",12,3,12,7,8,5,5,13
"Gm36979",0,1,0,1,0,0,0,2
"Thbs1",34460,44911,68429,65763,57312,70285,74290,76697
"Gm29233",4,1,6,8,5,7,2,2
"Fsip1",5,19,7,9,11,2,10,13
"A930104D05Rik",2,0,1,0,4,0,0,0
"Gpr176",2184,3221,4534,3407,3800,4273,3376,5382
"1700054M17Rik",0,1,2,1,1,2,0,2
"Eif2ak4",992,1074,1488,1290,1285,1291,1639,1933
"Srp14",2677,2461,1930,1851,2245,3843,3082,3403
"Gm13983",0,0,0,0,0,0,1,0
"Bmf",1310,1158,1520,1356,1241,1066,2008,2887
"Gm14016",1,1,1,0,2,1,6,2
"Bub1b",193,326,269,310,207,248,306,593
"Pak6",1,8,2,3,6,17,16,11
"Ankrd63",0,0,0,1,0,5,1,3
"Plcb2",1,0,6,1,11,2,16,10
"Inafm2",673,935,947,795,855,1116,959,1397
"Ccdc9b",929,1685,1301,1102,1170,1033,1148,1918
"Disp2",4,16,17,16,13,13,20,17
"Knstrn",271,358,247,280,158,229,358,444
"Ivd",1478,1864,2112,1395,1678,1955,2390,2519
"Bahd1",1764,1814,2635,2166,2373,2730,2216,3759
"Chst14",2073,1929,3250,2639,2903,2976,2682,3951
"Uqcrh-ps2",0,2,1,0,1,1,0,1
"Ccdc32",904,1007,782,731,800,1035,1139,1472
"Rpusd2",61,86,97,71,103,89,89,176
"Knl1",19,70,80,88,52,82,83,232
"Rad51",80,135,124,95,74,120,115,205
"Rmdn3",1186,1473,1677,1444,1405,1941,1512,2343
"Gchfr",0,8,2,3,4,11,4,3
"Dnajc17",387,481,359,284,282,387,390,425
"Gm14137",0,0,1,0,0,0,0,0
"Gm14138",2,1,1,1,1,3,1,5
"Zfyve19",903,977,886,688,748,1017,1051,1273
"Spint1",13,8,14,10,75,74,4,52
"Rhov",0,3,3,3,26,39,5,13
"Gm14175",0,0,0,0,0,0,1,0
"Vps18",962,1050,1222,1002,1213,1168,1095,1745
"Gm14207",0,0,0,1,0,0,1,7
"Dll4",16,10,19,17,7,18,10,19
"Chac1",13,18,18,17,10,15,4,22
"Ino80",1950,2634,3845,3358,3009,3517,3611,5302
"Exd1",83,102,113,108,89,71,139,155
"Chp1",10243,9450,12069,10169,9875,11906,12239,15035
"Oip5os1",7623,8657,10583,9504,9267,9316,11805,18483
"Oip5",40,60,35,49,46,40,68,59
"Nusap1",209,211,167,165,102,139,255,261
"n-R5s204",0,2,0,0,0,0,0,0
"Ndufaf1",555,700,541,406,510,693,744,820
"H3f3c",2,6,5,4,2,4,1,8
"Gm14383",0,0,0,0,0,0,1,0
"Rtf1",2845,3760,3917,3221,3350,4139,4140,5853
"Itpka",6,2,2,1,3,23,7,5
"Ltk",0,1,0,2,1,5,0,1
"Rpap1",1065,1297,1638,1358,1373,1508,1557,2140
"Tyro3",643,931,1084,900,925,1261,1016,1625
"Mga",3859,4245,6060,5402,5031,4865,6630,10876
"Mapkbp1",2375,3015,3822,3733,3541,3761,4077,6192
"Mir7665",0,0,1,0,0,0,0,0
"Jmjd7",1,6,4,7,11,8,1,11
"Pla2g4b",12,28,30,29,48,40,51,45
"Sptbn5",134,260,149,181,120,99,257,181
"Ehd4",1451,1827,2312,1781,1788,2230,2551,2831
"Pla2g4e",0,0,0,0,1,0,0,1
"Pla2g4f",2,1,3,5,6,7,6,7
"Vps39",2476,2918,3475,2800,2965,3201,3444,4684
"Tmem87a",2275,3163,2722,2402,2353,2759,3230,4111
"Ganc",885,851,1031,986,906,884,1185,1604
"Capn3",6,4,1,1,3,7,1,4
"Zfp106",7405,9776,11714,9229,9013,10518,10951,17734
"Snap23",4032,4290,4724,4164,4460,5325,6835,9077
"Lrrc57",875,799,795,733,780,1081,1246,1290
"Haus2",704,642,697,643,612,780,1086,1148
"Stard9",5030,5837,7166,6542,6484,4814,8947,10534
"Cdan1",796,982,1252,1097,1237,1244,1228,1981
"Ttbk2",1279,1351,1873,1670,1507,1477,2046,3018
"AV039307",12,8,8,12,15,10,15,33
"Ubr1",3360,3553,5290,5035,4251,4212,5659,8557
"Tmem62",487,544,622,591,553,671,691,926
"Gm22865",0,3,1,3,1,0,3,0
"Ccndbp1",1942,1778,1679,1511,1628,1845,2401,2537
"Epb42",1,2,2,1,3,1,0,3
"Tgm5",2,9,1,1,1,6,1,6
"Tgm7",7,4,0,2,0,3,0,5
"Lcmt2",366,372,335,292,353,434,535,561
"Gm23858",0,0,0,0,0,1,1,1
"Adal",361,428,558,468,571,690,652,1001
"Zscan29",1073,1142,1457,1216,1135,1181,1546,2155
"Tubgcp4",2255,2711,3631,2896,2811,3050,3455,5038
"Trp53bp1",2432,3066,3318,3005,2740,3482,3623,5454
"Map1a",3097,5505,5380,4774,4539,5638,4308,10542
"Ppip5k1",1191,1385,1490,1321,1251,1274,1737,2096
"Ckmt1",0,0,0,0,26,13,0,6
"Strc",8,15,12,6,2,2,8,17
