"","NEG1","NEG2","NEG3","NEG4","POS1","POS2","POS3","POS4"
"Fsd1",17,23,15,22,27,25,21,40
"Stap2",9,24,31,24,69,66,36,54
"Mpnd",2068,3382,2921,2515,2656,3104,2834,3841
"Gm16276",0,1,1,0,3,0,0,0
"Sh3gl1",8361,9011,11531,9411,9876,12465,11529,16349
"Chaf1a",440,552,590,554,504,505,476,853
"Ubxn6",2595,3248,2515,2275,2589,3256,3499,3734
"Hdgfl2",2769,3982,3844,2833,3171,4263,3997,5126
"Plin4",246,200,226,233,282,321,386,380
"Plin5",1,1,0,0,0,0,0,0
"Lrg1",8,14,42,49,153,123,43,66
"Sema6b",712,1032,1236,903,1043,1313,1373,1349
"Tnfaip8l1",35,20,16,25,15,41,27,35
"Mydgf",3367,4329,3970,3564,3672,5806,4549,5738
"Dpp9",3371,4028,6312,4550,4855,6066,4802,8009
"Gm49879",0,1,1,2,0,1,0,0
"Fem1a",1242,1502,1836,1354,1680,1883,1617,2841
"Ticam1",960,989,1401,978,1267,1352,1127,2286
"Plin3",5733,5776,5966,5163,5664,6765,8324,9441
"Uhrf1",328,527,629,559,411,587,471,895
"Kdm4b",2101,2646,3235,2804,2883,2997,3103,4748
"Ptprs",10925,15648,20214,19560,16931,18346,17519,33238
"Tincr",45,120,119,120,98,128,174,100
"Safb2",3692,5783,5149,4555,4854,5993,5180,7841
"Safb",4014,5539,6133,5034,5391,6915,5902,9303
"Micos13",1064,1260,814,712,903,1765,1480,1458
"Rpl36",6296,7053,4130,3458,4397,7859,6891,5874
"Lonp1",2955,4063,4198,3455,3647,4791,3968,5872
"Catsperd",15,15,10,6,27,9,13,20
"Ranbp3",3061,4057,4295,3455,3828,4852,3946,5585
"Vmac",1102,1182,1196,1109,1026,1128,1388,1683
"Ndufa11",1424,1881,1291,1054,1368,2472,1923,1686
"Nrtn",15,39,23,13,24,50,34,29
"Dus3l",1940,2676,2337,2060,2257,2842,2627,3487
"Prr22",36,37,47,47,47,61,45,56
"Rfx2",751,931,1339,1190,1541,1702,1352,2159
"Acsbg2",0,5,0,3,2,2,2,2
"Acsbg3",25,63,32,29,32,46,30,39
"Mllt1",2997,4764,4741,3595,4013,4870,4476,6289
"Clpp",1272,1656,1379,977,1134,2011,1413,1605
"Alkbh7",437,444,317,226,278,410,477,433
"Pspn",8,22,11,7,13,8,28,13
"Gtf2f1",2556,4397,3799,3142,2919,4855,3805,5187
"Gm17949",0,2,1,0,0,0,0,0
"Khsrp",5566,6364,8421,6680,7178,8708,7695,12299
"Gm17168",0,0,0,1,0,0,0,0
"Slc25a23",1575,1297,1675,1521,1601,1494,2550,2258
"Crb3",0,1,3,6,14,10,3,1
"Dennd1c",11,10,19,21,37,22,33,40
"Gm49888",0,3,0,0,0,4,1,1
"Tubb4a",3108,2644,2067,2131,2529,3681,4724,2475
"Gm11110",92,86,77,65,73,85,111,103
"Tnfsf9",1250,1576,1544,1617,1356,1628,2497,1535
"Gm49892",0,0,1,0,0,0,0,0
"Cd70",0,0,0,0,0,0,3,0
"Tnfsf14",13,49,31,22,35,26,46,31
"C3",787860,1003020,1489163,1026959,1118618,1396060,1370394,2081273
"Mir6978",0,0,0,0,1,0,0,0
"Gpr108",3108,4154,4488,3823,3975,4937,4242,5870
"Trip10",7947,8284,8855,6632,7555,9685,10233,11012
"Vav1",9,7,15,24,45,24,38,32
"Adgre1",7,24,36,24,74,27,135,34
"Vmn2r120",0,0,0,0,0,0,0,1
"Gm18139",0,0,0,0,0,0,0,1
"Rpl7a-ps5",13,12,39,19,31,88,56,51
"Gm49848",0,0,0,0,0,0,0,1
"Gm6149",0,0,0,0,0,0,0,1
"Gm5815",9,25,8,17,9,2,13,18
"A330072L02Rik",0,0,0,0,0,0,0,5
"Gm9284",0,0,0,0,0,1,0,0
"Pdzph1",0,0,1,3,0,1,3,1
"Nudt12",164,115,156,149,157,124,318,306
"Gm6174",0,0,0,0,0,0,0,1
"Gm4518",1,3,1,5,2,5,3,5
"Gm27023",0,0,0,0,0,0,0,3
"Gm49860",0,0,1,1,0,0,1,1
"Efna5",1639,1663,1995,1378,1165,1377,1782,1607
"Fbxl17",2014,2394,3096,2576,2507,2799,2572,3769
"4930405O22Rik",14,4,3,4,11,3,7,7
"Gm17228",0,10,0,3,2,0,2,5
"Gm5497",0,0,2,0,0,1,1,1
"Gm49862",0,0,0,0,2,0,0,0
"Gm7253",4,2,0,0,1,1,1,0
"Gm9300",0,1,0,0,0,1,0,0
"Fer",2758,3142,3903,3275,2983,4125,4261,6341
"A930002H24Rik",54,53,50,53,40,54,76,122
"Pja2",6227,6448,8676,6943,6825,7533,9309,13385
"Man2a1",33625,32119,52288,46688,40869,39936,47644,77851
"Dreh",3,0,0,0,0,0,3,2
"4930583I09Rik",5,0,0,0,0,0,0,0
"Tmem232",0,0,0,0,2,2,1,4
"Gm18736",1,5,0,2,2,7,3,2
"Gm49866",0,0,0,0,0,0,0,2
"Vapa",4446,4993,5810,4759,5052,7054,6051,8262
"Txndc2",1,12,1,1,4,1,0,7
"Rab31",5704,7546,8454,6762,7024,7601,9323,10942
"Gm49867",2,3,1,1,2,0,0,2
"Ppp4r1",3504,3987,5708,4453,4867,5554,5119,7734
"Ralbp1",8732,9812,12074,8558,9422,10597,10779,16160
"Gm49870",22,9,10,12,9,14,25,10
"Gm49871",3,3,4,4,6,4,9,8
"Twsg1",22430,19294,28777,23323,23319,24963,32611,38605
"Ankrd12",2148,2457,2966,2493,2421,2393,2963,4625
"Gm49925",1,0,0,1,1,0,0,1
"Ndufv2",2889,3247,2470,2087,2396,4187,3671,3381
"Gm49927",0,0,0,1,0,0,0,0
"Washc1",2113,2405,2526,2029,2262,2789,2784,3483
"Ddx11",205,251,266,222,273,246,259,369
"Gm49930",1,0,0,0,0,0,0,0
"Gm20742",0,0,1,0,0,0,0,0
"Gm49932",0,0,3,0,0,0,0,0
"Gm49933",2,2,2,0,0,2,2,3
"Mtcl1",1097,1369,1273,1155,1108,1264,1344,1627
"Gm4705",1,1,1,1,2,2,2,0
"Gm49937",1,13,6,3,4,5,8,4
"Rab12",5263,5291,6210,5245,5391,6907,6550,8198
"Themis3",0,0,2,0,0,0,0,0
"Ptprm",2481,3054,4298,3757,3350,3268,3819,5975
"Gm47471",0,0,2,0,0,0,0,0
"Gm49943",0,1,0,0,1,0,0,1
"Gm49942",3,2,4,4,3,0,5,6
"Mir5709",0,0,2,0,3,0,0,0
"Gm36201",3,2,2,2,6,2,0,11
"Lrrc30",10,0,0,0,0,3,0,0
"Lama1",18,25,47,60,126,103,60,161
"Arhgap28",1703,1632,2329,1981,1936,1787,2381,3154
"Gm17097",10,7,10,7,9,9,15,15
"L3mbtl4",0,0,3,0,0,0,0,0
"Gm15974",0,1,0,0,0,0,0,0
"Tmem200c",27,17,20,17,14,14,31,57
"Gm38593",0,0,0,2,0,2,1,0
"Gm49949",4,0,0,1,0,0,0,1
"Epb41l3",5577,6716,7896,6371,6058,6203,7450,9999
"2410021H03Rik",0,1,0,0,0,0,2,3
"Gm49894",8,5,2,1,1,4,0,1
"Zbtb14",659,681,858,679,663,681,739,1192
"A930029G22Rik",6,6,13,3,5,1,1,14
"C030034I22Rik",35,49,29,38,24,55,47,59
"Akain1",0,0,0,0,0,0,3,0
"Gm9598",0,0,1,0,0,0,0,0
"Dlgap1",50,91,38,67,41,88,128,247
"5031415H12Rik",3,0,3,2,2,1,1,5
"Gm41609",0,2,0,0,2,4,0,1
"Gm20703",0,0,2,0,0,1,1,0
"Tgif1",1062,1536,1825,1863,1859,2703,2232,2194
"Gm9320",5,5,6,9,15,15,6,11
"Gm26510",4,17,11,10,18,8,20,39
"Gm49902",0,0,0,1,0,0,2,1
"Gm16519",1,0,0,0,1,1,0,0
"Gm49905",1,1,0,1,1,0,2,1
"Gm41611",0,0,0,0,2,0,5,1
"Myl12b",232,262,228,264,228,318,310,308
"Myl12a",5523,5530,5656,5045,4901,7367,6123,5522
"Myom1",750,1242,517,952,868,1181,1400,1274
"1600022D10Rik",3,0,0,0,0,0,0,0
"Lpin2",1061,1481,2020,1737,1745,2049,1822,2960
"Emilin2",54512,54356,65623,53852,51850,64418,67172,81008
"4930471L23Rik",2,0,0,0,1,1,1,0
"Gm4566",0,1,0,2,1,0,4,2
"Smchd1",2693,3106,4020,3495,3211,3592,4119,6474
"Gm37639",13,24,8,13,13,20,13,34
"Gm38220",37,45,35,37,50,34,61,56
"Gm4707",10,9,8,4,13,8,12,19
"Ndc80",61,125,64,85,66,115,98,155
"Mettl4-ps1",0,0,0,1,0,0,0,0
"Spdya",16,6,7,3,7,10,18,7
"Trmt61b",74,121,77,83,86,122,184,122
"Gm50047",3,1,1,1,2,0,1,1
"Gm30091",3,3,0,0,2,5,4,1
"Wdr43",2054,2934,2760,2010,2321,3501,3088,4225
"Snord92",0,3,0,0,0,1,0,1
"Snord53",13,12,9,3,7,7,15,15
"Gm22858",7,8,5,4,9,2,13,16
"Togaram2",16,19,12,11,21,15,3,17
"Pcare",5,8,4,7,2,3,9,11
"Gm49922",0,0,2,0,1,3,0,0
"Clip4",7113,9037,9821,7638,6997,9092,8259,12039
"Alk",13,15,14,17,15,20,8,21
"Gm19183",0,0,1,0,1,0,0,1
"Ypel5",2963,3120,2726,2568,2873,4153,4518,4272
"Lbh",5897,7141,7420,6979,6204,7969,7103,11574
"Gm30420",0,0,0,3,0,0,0,0
"Lclat1",1905,2250,3484,3309,2851,3652,3092,5718
"Gm9311",0,0,0,1,0,1,1,1
"Gm25406",4,1,0,3,1,0,0,10
"E330032C10Rik",12,5,7,11,4,16,14,3
"Gm49877",0,0,0,0,0,0,0,2
"Ehd3",266,365,349,472,420,363,419,637
"Gm4948",4,7,5,22,9,27,20,4
"Xdh",21365,20463,24856,20637,19640,25769,26525,31142
"Gm18068",13,24,19,8,20,3,31,31
"Gm24475",11,3,7,2,4,0,7,4
"Srd5a2",0,0,0,0,4,0,0,0
"Gm31084",0,0,0,1,0,0,0,0
"Gm49882",0,0,0,0,0,0,0,1
"Gm49883",72,124,92,80,128,120,118,122
"Memo1",1612,1918,2022,1685,1780,2363,2421,2903
"Gm9316",0,1,0,0,0,0,0,0
"Dpy30",780,869,560,483,625,1156,1187,943
"Gm9349",2,0,5,2,0,8,5,4
"Spast",2169,2343,3299,2580,2843,3111,3017,4534
"Slc30a6",869,923,994,899,940,1173,1126,1529
"Nlrc4",0,0,0,1,8,1,1,3
"Gm4708",19,23,21,10,13,25,12,10
"Yipf4",4181,4036,4059,3639,3693,4514,5742,6591
"Gm31645",1,7,2,1,2,3,4,8
"Birc6",6460,8667,12607,10994,9140,9133,11354,20082
"Ttc27",831,1131,1057,800,821,1349,1151,1621
"Gm50020",0,0,0,0,0,0,4,0
"Ltbp1",31022,26689,32613,27644,20188,24017,32179,31203
"Gm6276",10,2,1,0,1,1,2,1
"Rasgrp3",20,40,29,40,17,17,40,28
"Fam98a",2037,2550,2963,2451,2592,3348,2889,5575
"Gm16391",0,0,0,0,0,1,0,0
"Gm6496",1,0,0,1,1,0,0,1
"Rpsa-ps8",1,1,1,3,0,1,2,2
"Gm17538",7,6,13,8,11,10,8,8
"Gm50029",0,0,0,0,0,1,0,0
"Gm32282",5,5,0,3,3,4,6,6
"Crim1",2694,2937,3360,3004,2865,2253,4207,4522
"Fez2",3716,3701,3965,3168,3215,4214,4399,4627
"Gm50034",2,1,3,6,3,4,4,3
"Hdac1-ps",65,54,63,45,53,71,116,150
"Vit",978,896,868,821,652,890,1194,1374
"Strn",2407,3157,3805,3103,2939,3152,3605,5576
"Gm18649",0,0,0,0,0,0,1,0
"Heatr5b",2106,2202,3510,3078,2917,2981,3368,5328
"Gpatch11",771,1082,1180,901,996,1108,1053,1581
"Gm6548",799,1100,912,756,766,1097,886,1366
"Eif2ak2",3214,4007,4261,3824,3060,4950,4377,7537
"n-R5s85",0,0,0,0,0,0,1,0
"Sult6b1",0,0,0,5,0,1,0,0
"Cebpzos",294,270,221,174,193,323,327,336
"Cebpz",2087,2807,2662,2072,2199,3252,2972,4590
"Ndufaf7",951,1128,837,779,880,1058,1237,1361
"Prkd3",6997,6121,9515,7655,7418,7546,10724,13032
"Qpct",6399,4109,5177,3925,4454,5069,9490,5658
"Gm49869",0,0,0,1,0,1,5,0
"Gm5230",0,0,1,0,2,1,0,0
"Cdc42ep3",806,726,816,763,730,647,1188,1118
"Gm17315",10,5,9,7,4,2,2,10
"Rmdn2",520,605,617,692,598,854,879,1242
"Cyp1b1",7043,12597,17889,15113,16376,15566,15710,31277
"Gm33055",0,9,5,7,1,12,1,1
"Gm49984",0,1,0,2,1,0,2,6
"Atl2",2372,2888,3163,3324,2965,4053,4617,4787
"Gm6552",16,10,18,8,6,15,28,43
"Hnrnpll",2949,2878,3534,3520,3317,4335,4456,6000
"Gpx4-ps1",1,1,1,0,3,0,0,0
"Galm",1966,1115,1395,1149,1179,1277,2357,1600
"Srsf7",5877,7044,5799,6373,6322,9091,10479,9851
"Ttc39d",0,0,0,2,0,0,0,2
"Gemin6",131,158,125,128,152,238,186,280
"Dhx57",2071,2349,2759,2493,2395,2450,2955,3990
"Gm50087",2,1,1,3,0,2,1,6
"Morn2",186,168,135,105,109,143,189,192
"Arhgef33",8,12,1,11,2,1,13,7
"Gm10190",2,3,5,5,2,1,3,15
"Sos1",2145,2559,3508,3165,3061,3318,3868,5625
"Cdkl4",8,2,15,9,12,8,6,11
"Gm33373",0,0,0,0,3,0,1,2
"Map4k3",2459,2488,3691,3489,3351,3598,4473,5831
"Gm9959",2,0,1,0,3,2,0,1
"C230072F16Rik",1,0,2,4,1,0,3,2
"Tmem178",60,81,116,91,153,77,113,146
"Thumpd2",294,258,270,185,264,216,306,377
"Gm50044",0,3,1,0,5,2,3,11
"Slc8a1",2119,2452,3301,3002,2795,2807,3233,5226
"Gm50045",1,3,1,2,3,3,4,4
"Rpsa-ps7",21,8,9,5,8,16,9,6
"Gm19689",1,0,1,0,0,2,4,1
"Gm46606",2,2,2,0,0,3,9,1
"Pkdcc",4255,6298,7619,6156,6660,8900,5513,9274
"Rpl21-ps7",1,3,3,1,1,0,2,2
"Eml4",1280,1850,2103,1837,1865,2076,2101,3103
"Cox7a2l",4933,4970,3509,2939,3226,5282,6522,5504
"Kcng3",0,4,0,2,4,3,1,3
"Mta3",1814,2037,2715,2164,2129,2703,2872,3776
"Haao",2,8,1,0,6,0,0,1
"C430042M11Rik",10,12,23,14,17,29,34,21
"1810073O08Rik",21,41,16,25,18,27,27,35
"Gm41639",9,15,14,12,23,11,18,29
"Gm35229",6,9,9,10,5,6,9,14
"8430430B14Rik",0,1,0,1,0,3,2,2
"Gm37549",0,2,0,0,0,0,0,0
"Gm35551",2,2,5,6,14,9,6,18
"4933433H22Rik",10,7,9,7,13,4,19,25
"Gm19696",1,0,0,0,0,0,4,1
"Zfp36l2",18478,21087,28984,25327,23541,24355,27965,46788
"Gm36279",2,6,4,5,4,10,7,5
"Thada",1204,1381,1829,1589,1539,1336,1776,2906
"Plekhh2",1687,1568,2279,2298,2089,1892,2776,3512
"4930500A05Rik",0,0,1,2,0,0,0,0
"Dync2li1",1073,962,837,828,756,924,1262,1354
"Abcg5",0,0,2,1,1,0,0,1
"Lrpprc",1634,2342,2290,1811,1922,2469,2158,3298
"1110020A21Rik",10,15,7,14,9,9,20,20
"Ppm1b",1778,1918,2329,1888,1862,2032,2368,3445
"Slc3a1",12,12,8,11,10,8,9,13
"Prepl",1256,1597,1680,1598,1425,1766,2050,2832
"Camkmt",352,306,359,321,339,459,434,472
"Rpl31-ps16",1,2,3,0,2,7,3,3
"Six2",149,206,210,206,150,239,138,206
"CJ186046Rik",1,3,10,16,14,11,7,21
"Srbd1",694,805,820,873,831,964,962,1476
"Prkce",1315,1637,1878,1759,1568,2061,2119,3548
"2010106C02Rik",0,0,1,0,3,0,0,0
"Gm10309",11,20,20,16,17,17,30,32
"Epas1",8969,13922,18446,15931,17292,17056,16706,27373
"Gm50008",14,22,15,17,12,3,12,17
"Gm29168",0,2,0,2,1,0,0,0
"Atp6v1e2",0,0,0,0,1,0,0,0
"Rhoq",12158,9881,16200,12301,12546,15033,15288,18623
"Gm50012",470,398,407,343,493,374,503,583
"Pigf",255,291,230,189,219,368,361,384
"Cript",1203,1472,1039,887,1067,1756,1794,1636
"Gm5499",12,15,14,15,7,18,23,26
"Socs5",2807,2971,4263,3228,3402,3860,3654,5424
"C330024C12Rik",0,0,0,1,3,0,0,0
"Mcfd2",6095,7400,6840,6617,6846,10072,8895,11440
"4833418N02Rik",125,136,121,129,140,144,178,221
"Ttc7",2323,3718,3928,2998,3426,3699,3061,4923
"0610012D04Rik",49,69,65,44,54,35,46,72
"Stpg4",3,5,0,1,1,1,6,4
"Calm2",16549,20624,15953,14853,16431,24005,24917,26116
"Gm30794",9,15,5,4,5,4,5,12
"Gm30938",35,23,17,18,25,20,33,57
"Gm30984",51,21,46,47,25,50,42,54
"Gm46587",0,6,3,0,3,7,2,2
"Epcam",2,1,20,58,453,516,23,242
"Msh2",1072,1196,1256,888,935,1014,1266,1818
"Kcnk12",9,10,11,7,12,17,5,6
"Gm50040",0,0,0,0,1,0,0,0
"Gm50041",0,0,1,2,0,2,0,1
"Msh6",975,1000,1178,1048,1078,1132,1335,2078
"Fbxo11",5190,5218,6835,5932,5713,6368,7398,9797
"Gm4832",0,0,0,1,5,1,2,3
"Gm26612",2,2,1,2,1,4,0,1
"Gm31615",0,4,0,0,0,2,1,1
"Foxn2",1490,2059,2491,2060,1880,2320,2108,4186
"Ppp1r21",1784,2085,2087,1720,1849,2133,2428,2955
"Gm38109",0,3,3,6,1,4,8,7
"Ston1",1541,1619,2310,2168,2102,1808,2519,4257
"Lhcgr",26,18,15,26,26,41,33,23
"Gm10184",13,4,2,3,4,8,11,10
"Nrxn1",75,51,50,64,41,48,97,96
"Gm19815",1,0,0,0,0,0,0,0
"Gm9410",0,0,0,0,0,0,0,1
"Gm6741",1,0,2,0,1,0,1,2
"Gm49990",68,123,206,236,198,206,166,573
"Gm15404",5,1,3,0,1,0,1,2
"Gm49991",2,5,3,2,1,3,3,1
"Gm19145",0,0,0,1,0,0,0,0
"Gm6751",0,0,1,0,0,0,0,0
"Adcyap1",0,0,0,2,0,0,0,0
"Gm50003",1,0,0,0,0,0,0,0
"Gm9416",2,1,2,1,5,4,1,1
"Gm50006",0,0,1,0,1,0,0,1
"Mettl4",949,1046,1265,1010,960,1064,1294,1966
"2700099C18Rik",68,96,40,78,68,78,85,105
"Gm27038",3,0,0,1,3,3,0,1
"Gm1976",107,166,161,118,168,193,181,277
"Amd-ps7",0,1,0,0,1,0,1,0
"Gm50009",1,0,8,3,9,6,7,10
"Gm50010",93,95,90,84,110,111,113,151
"Gm20939",39,18,13,22,14,26,38,46
"Crem",1035,1802,1107,1527,1389,2467,2745,1494
"Gm6225",39,54,45,42,45,40,88,50
"Cul2",1830,2134,1974,1774,1911,2465,2900,3449
"Gm6235",0,4,0,0,0,0,3,1
"Bambi",684,636,685,606,615,893,1264,796
"Gm6248",0,1,0,0,0,0,0,0
"Gm10557",101,126,127,124,97,130,148,254
"Map3k8",2524,2899,3057,3175,2899,3732,5625,4190
"4833419F23Rik",60,66,46,41,51,52,100,48
"Gm26865",0,0,0,0,2,0,3,0
"Mtpap",854,959,1080,905,967,1222,1150,1544
"Gm50023",5,0,2,3,11,4,3,3
"Gm7411",0,0,0,1,0,0,0,0
"Gm50024",0,0,1,0,0,0,2,2
"Jcad",5657,5893,8712,7002,7728,8947,8970,13956
"Gm5047",1,2,1,3,1,3,5,2
"Svil",12785,15761,18260,15360,15017,16110,20362,27442
"Gm26682",127,236,168,189,149,206,162,218
"Zfp438",363,363,434,468,363,444,446,597
"Gm50064",15,13,14,16,9,15,10,13
"Gm10125",271,268,243,208,264,272,305,328
"Gm26575",10,13,7,1,10,6,8,9
"Gm2238",4,2,11,3,11,0,9,18
"Zeb1",9766,12448,12666,11315,10157,10466,11774,18353
"Gm41662",7,6,11,3,8,11,7,1
"Arhgap12",3127,2588,3397,3066,2963,2966,4496,4544
"Kif5b",6548,7919,10858,9667,8859,10099,11306,18744
"Gm17036",0,0,0,3,0,1,1,3
"Gm41664",0,3,2,1,0,0,6,2
"Rpl27-ps3",0,0,0,0,0,2,2,1
"Gm6291",0,0,0,0,0,0,0,2
"Epc1",2380,2466,3412,3036,2745,3302,3767,4623
"Gm28529",51,63,63,70,54,71,113,121
"Gm7464",0,1,0,0,1,0,1,6
"Rab18",7954,8485,10484,8516,8656,11016,12139,15952
"Gm7466",0,0,0,1,0,0,1,1
"Gm2350",1,0,0,0,3,0,0,0
"Mkx",305,521,368,394,288,276,471,656
"Gm46633",2,6,6,2,3,1,3,1
"Gm10350",0,1,0,0,0,0,0,0
"Mpp7",757,821,798,637,479,558,984,1162
"Fabp5l2",0,0,0,0,1,0,0,0
"Gm18763",0,0,1,0,0,0,0,0
"Gm9993",19,16,15,11,9,14,5,11
"Wac",4457,5067,6274,5549,5304,6181,6711,8875
"Gm7502",2,8,1,4,3,6,1,1
"Gm4833",32,27,28,23,22,51,40,42
"Gm20147",0,0,1,2,0,1,1,1
"Gm5500",7,5,3,9,3,4,8,17
"Gm5819",2,0,4,1,7,6,0,1
"Fzd8",2677,3558,4141,3658,3255,3402,4575,4881
"Ccny",4674,5260,6397,5519,5467,6505,6535,9244
"Gm50055",0,1,0,0,0,0,5,7
"Gm7527",1,1,0,3,0,1,2,3
"Colec12",11547,14789,20813,15773,17653,17855,21529,29731
"Gm50080",6,5,0,0,4,0,1,2
"Gm50078",4,0,0,0,0,0,1,0
"Gm17430",0,0,0,0,0,2,1,0
"Gm7497",3,10,5,4,13,3,9,6
"Gm50079",1,3,2,2,1,0,0,2
"Thoc1",1894,2319,1876,1635,2065,2542,2786,3212
"Usp14",2189,2563,2868,2435,2440,3347,3032,4104
"Rock1",5469,6423,7269,6751,5582,6320,7971,11356
"Gm2531",3,0,2,3,6,5,4,2
"Gm26244",2,0,1,0,0,3,0,1
"Gm5686",1,0,0,0,1,5,0,0
"Greb1l",263,366,336,333,250,235,392,680
"Esco1",947,1001,1114,926,991,1045,1393,1947
"Snrpd1",1190,1565,1169,916,1079,2179,1504,1765
"Abhd3",253,211,229,191,224,233,372,334
"4930563E18Rik",0,0,0,0,2,0,3,2
"Mib1",5471,6418,8384,7356,6727,6773,8095,13048
"Gm25116",0,0,0,0,0,0,0,1
"Mir1b",1,0,3,1,1,0,1,0
"Gm18764",0,0,0,0,1,0,0,0
"Gm7575",0,0,0,1,0,0,0,0
"Gata6os",23,15,18,22,20,33,36,58
"Gata6",1137,851,1538,1147,1125,1326,1435,2056
"Gm50067",0,0,0,0,0,0,0,1
"Rbbp8",943,1150,1282,1261,1044,1486,1402,2015
"Gm50069",64,82,51,64,67,87,74,91
"Gm6277",144,146,156,144,135,199,124,247
"Cables1",608,419,688,556,671,699,740,764
"Gm49968",6,12,3,7,9,5,21,12
"Tmem241",689,564,705,596,659,590,770,1112
"Riok3",5332,7749,6647,5931,6332,7918,6833,9546
"Rmc1",1460,1480,1858,1664,1765,2151,2053,2541
"Npc1",3200,3977,5975,5598,5319,5294,5580,8493
"Gm15956",6,17,13,7,8,19,18,3
"Ankrd29",729,626,860,725,518,574,860,954
"Gm16072",2,5,6,2,2,10,3,9
"Lama3",159,228,190,213,296,216,249,390
"Gm29201",0,0,0,0,0,1,0,0
"Gm29199",0,0,1,0,0,2,0,2
"Ttc39c",1523,2008,2034,1683,1727,2691,1984,2749
"Mir1948",0,1,0,0,0,4,0,1
"Cabyr",14,30,22,22,13,20,14,21
"Gm7599",1,5,0,0,1,7,2,8
"Osbpl1a",3257,2987,3926,2913,3181,3167,4828,5077
"Gm49970",0,2,2,1,1,0,0,2
"Gm5687",6,7,7,1,7,12,5,7
"Impact",2841,4208,3842,3308,3381,3842,5066,5454
"Hrh4",0,1,0,1,0,0,0,0
"Gm5240",1,0,1,0,1,0,0,2
"Gm50093",0,0,0,1,0,0,0,0
"Gm53018",6,14,10,2,18,7,12,32
"Zfp521",5790,5371,8748,7176,6922,5912,8218,11175
"Gm50094",20,10,6,4,6,3,7,9
"Gm29992",2,6,2,1,10,7,4,10
"Gm50097",5,1,3,3,4,1,5,3
"Gm5160",1,0,2,2,2,0,0,5
"Gm50098",0,0,0,0,0,0,1,0
"Gm6457",24,16,32,20,25,26,37,59
"Ss18",4196,5002,5209,4710,4709,5588,6413,8416
"Gm24924",0,1,2,0,2,3,0,0
"Psma8",9,10,12,5,6,3,4,14
"Taf4b",210,296,418,341,289,500,371,551
"Gm21055",1,5,0,4,10,2,11,4
"Kctd1",443,782,624,652,535,772,660,1085
"4933424G05Rik",0,1,1,0,1,0,3,0
"Mrpl27-ps",31,20,30,16,19,24,20,50
"Aqp4",0,0,1,0,0,0,0,1
"Chst9",0,0,0,0,2,0,1,0
"Gm10036",5,9,10,5,16,22,22,9
"Gm4835",1,3,4,4,0,4,3,1
"Gm7665",793,678,761,782,723,1082,1040,1422
"Cdh2",940,1170,1429,1368,1232,1019,1592,2113
"Gm15328",2,0,0,6,0,0,0,0
"Gm7670",0,0,0,0,1,0,0,2
"Gm7720",0,0,0,0,1,0,0,0
"Dsc3",2,4,2,0,2,3,0,7
"Dsc2",60,90,84,88,81,83,102,160
"Dsc1",0,0,0,0,0,0,0,1
"Dsg1c",3,7,18,7,11,1,6,11
"Gm5688",0,0,1,0,0,2,1,0
"Dsg3",3,4,6,4,3,3,4,10
"Tpi-rs10",0,1,0,0,1,1,1,0
"Dsg2",66,175,178,134,143,218,130,326
"Gm16090",0,1,0,0,0,0,0,0
"Ttr",0,0,0,0,0,0,1,0
"Gm10269",15,13,9,8,20,23,15,10
"B4galt6",1241,1707,2013,1742,1546,1588,1665,2854
"Trappc8",3146,3011,4696,3907,3590,4089,4913,7008
"Rnf125",396,642,683,655,483,514,702,1048
"Rnf138",1033,1086,931,837,1037,1148,1489,1765
"Mep1b",1,0,0,0,1,0,0,0
"Gm6378",1,0,0,2,0,2,0,0
"Garem1",562,686,717,837,694,733,768,1419
"Gm4837",0,0,0,0,1,0,0,0
"Klhl14",0,0,0,0,0,0,0,1
"Asxl3",26,26,26,11,14,30,68,41
"Nol4",13,7,2,3,1,2,4,10
"Gm7788",0,0,1,2,0,0,2,1
"Dtna",379,272,231,251,239,173,295,253
"Gm15972",14,6,12,10,6,12,13,7
"Mapre2",6265,6067,8158,7070,6897,7771,9230,10485
"Gm46611",0,2,0,0,0,0,1,0
"Rpl19-ps7",3,4,4,1,1,3,4,7
"Zfp397",1138,1265,1306,1174,1204,1127,1597,2548
"Zscan30",42,52,52,44,33,38,72,101
"Zfp35",586,629,642,440,558,702,800,1059
"Zfp24",1162,1254,1239,1228,1324,1425,1824,2661
"Gm18085",0,0,0,0,0,0,0,2
"Ino80c",2755,2887,2707,2208,2351,3121,3585,3682
"Galnt1",11629,12897,14040,12139,11185,13340,15185,19481
"Gm7701",9,4,2,5,3,4,2,12
"Gm38410",0,0,0,1,0,4,0,0
"2700062C07Rik",346,502,424,315,369,573,503,593
"Rprd1a",735,702,742,719,732,890,1058,1553
"Slc39a6",4686,5790,6897,5736,5468,7706,6402,9652
"Elp2",2999,4213,4011,3283,3261,4393,4074,5901
"Mocos",842,711,805,696,582,743,1026,1056
"Fhod3",281,201,243,132,177,124,313,216
"Gm9955",0,0,0,3,0,0,0,0
"Tpgs2",1111,1082,1197,970,1036,1315,1330,1631
"AW554918",493,643,705,624,622,538,793,959
"Gm16558",5,0,2,1,2,0,6,10
"Celf4",76,110,118,109,76,198,158,360
"0710001A04Rik",1,0,0,0,0,1,2,0
"Gm7847",1,1,2,1,0,1,1,0
"Gm33228",0,1,0,0,0,0,0,0
